Row,bijection_flag,feasible,infeasibility_flag,error_message
Larus_dominicanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Larus_fuscus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Larus_glaucescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Larus_marinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Larus_occidentalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Larus_pacificus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lates_calcarifer,6a,0,,
Lates_longispinis,6a,0,,
Lates_mariae,6a,0,,
Lates_niloticus,error,0,,"Integration interval contains NaN."
Lates_stappersii,6a,0,,
Latimeria_chalumnae,8,0,,
Latonopsis_australis,error,0,,"Unrecognized field name ""ab""."
Latridopsis_ciliaris,6a,0,,
Latris_lineata,6a,0,,
Leiognathus_bindus,6a,0,,
Leiognathus_brevirostris,6a,0,,
Leiothlypis_peregrina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lepadogaster_lepadogaster,8,0,,
Lepidochelys_kempii,error,0,,"Arrays have incompatible sizes for this operation."
Lepidogobius_lepidus,6a,0,,
Lepidonotothen_squamifrons,error,0,,"Initial function value must be finite and real."
Lepidorhombus_boscii,6a,0,,
Lepidorhombus_whiffiagonis,error,0,,"Integration interval contains NaN."
Lepidotrigla_argus,6a,0,,
Lepidotrigla_cavillone,6a,0,,
Lepisma_saccharina,4,0,,
Lepomis_cyanellus,98,0,,
Lepomis_gulosus,6a,0,,
Lepomis_macrochirus,6,0,,
Leptodora_kindtii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leptomysis_lingvura,6,0,,
Leptopogon_amaurocephalus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leptoptilos_crumeniferus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leptosomus_discolor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lepturacanthus_savala,6a,0,,
Lethenteron_appendix,4,0,,
Leucogeranus_leucogeranus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leuconotopicus_borealis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leucophaeus_atricilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leucoraja_naevus,error,0,,"Index in position 1 exceeds array bounds. Index must not exceed 2."
Leucoraja_wallacei,error,0,,"Integration interval contains NaN."
Leucosticte_tephrocotis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Leydigia_ciliata,error,0,,"Unrecognized field name ""ab""."
Limia_vittata,6,0,,
Limnodromus_griseus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Limosa_haemastica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Limosa_limosa,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lindbergichthys_nudifrons,6a,0,,
Liolaemus_wiegmannii,error,0,,"Initial function value must be finite and real."
Liopholis_guthega,6a,0,,
Liopholis_inornata,8,0,,
Liopholis_striata,8,0,,
Liparis_gibbus,6a,0,,
Liparis_inquilinus,6a,0,,
Liparis_pulchellus,6a,0,,
Lissodelphis_borealis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lissotriton_boscai,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Lissotriton_helveticus,timeout,0,,
Lissotriton_vulgaris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Lithobates_catesbeianus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lithobates_chiricahuensis,6a,0,,
Lithobates_clamitans,6a,0,,
Lithognathus_mormyrus,98,0,,
Lobatus_gigas,6,0,,
Lobotes_surinamensis,6a,0,,
Lonchura_oryzivora,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lophochroa_leadbeateri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lophophanes_cristatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lophotibis_cristata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Loricariichthys_anus,6a,0,,
Lota_lota,6,0,,
Loxioides_bailleui,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Loxodon_macrorhinus,6a,0,,
Loxodonta_africana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Loxops_coccineus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lumbricus_rubellus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lutjanus_adetii,error,0,,"Integration interval contains NaN."
Lutjanus_bohar,6a,0,,
Lutjanus_kasmira,6a,0,,
Lutjanus_synagris,6a,0,,
Lutjanus_vitta,6a,0,,
Lybius_torquatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Lycengraulis_grossidens,6a,0,,
Maccullochella_ikei,6a,0,,
Maccullochella_peelii,6a,0,,
Macomangulus_tenuis,6a,0,,
Macquaria_ambigua,6a,0,,
Macquaria_novemaculeata,6a,0,,
Macrobiotus_hufelandii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Macrobrachium_rosenbergii,error,0,,"Integration interval contains NaN."
Macrocheira_kaempferi,6,0,,
Macrochelys_temminckii,6,0,,
Macronectes_giganteus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macronectes_halli,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_agilis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_antilopinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_eugenii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_fuliginosus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_giganteus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_parma,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_rufogriseus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macropus_rufus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Macroramphosus_gracilis,8,0,,
Macroramphosus_scolopax,8,0,,
Macrothrix_triserialis,error,0,,"Unrecognized field name ""ab""."
Macruronus_novaezelandiae,error,0,,"Integration interval contains NaN."
Maculabatis_astra,6a,0,,
Magumma_parva,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Malacoraja_senta,error,0,,"Initial function value must be finite and real."
Malurus_splendens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Manis_javanica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Manis_pentadactyla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Manorina_melanophrys,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Marcusenius_macrolepidotus,6a,0,,
Marcusenius_pongolensis,6a,0,,
Mareca_americana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mareca_strepera,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Margaritifera_laevis,6a,0,,
Margaritifera_margaritifera,6a,0,,
Margarops_fuscatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Masius_chrysopterus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mauremys_reevesii,6a,0,,
Mauremys_rivulata,6a,0,,
Mecistops_cataphractus,6,0,,
Megaceryle_alcyon,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Megalaspis_cordyla,6a,0,,
Megalonaias_nervosa,6a,0,,
Megaptera_novaeangliae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Megascops_asio,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Megascops_choliba,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Megascops_kennicottii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Megascops_trichopsis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melampitta_lugubris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melanerpes_formicivorus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melanitta_deglandi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melanitta_perspicillata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melanogrammus_aeglefinus,98,0,,
Melanosuchus_niger,6a,0,,
Melanotaenia_boesemani,6a,0,,
Meleagris_gallopavo,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melospiza_lincolnii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melospiza_melodia,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melozone_aberti,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Melozone_crissalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Membras_martinica,6a,0,,
Mene_maculata,6a,0,,
Menidia_extensa,6,0,,
Menticirrhus_americanus,6a,0,,
Menticirrhus_saxatilis,6a,0,,
Menticirrhus_undulatus,6a,0,,
Menura_novaehollandiae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mercenaria_mercenaria,9,0,,
Mergus_merganser,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mergus_serrator,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Merlangius_merlangus,9,0,,
Merluccius_merluccius,6,0,,
Merops_apiaster,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Merops_bulocki,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Merops_orientalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Merops_pusillus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Merops_viridis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mesitornis_variegatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mesoplodon_stejnegeri,5,0,,
Micralestes_acutidens,6a,0,,
Micrathene_whitneyi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Microbates_cinereiventris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Microcarbo_africanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Microcarbo_coronatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Microcarbo_niger,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Microcondylaea_bonellii,6a,0,,
Micromonacha_lanceolata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Micropterus_dolomieu,98,0,,
Micropterus_salmoides,6a,0,,
Microspingus_torquatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Microstomus_kitt,6a,0,,
Microstomus_pacificus,error,0,,"Integration interval contains NaN."
Micrurus_corallinus,6a,0,,
Micrurus_fulvius,6a,0,,
Milnesium_tardigradum,error,0,,"Matrix dimensions must agree."
Milvus_migrans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Milvus_milvus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mimachlamys_varia,6a,0,,
Mimus_polyglottos,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mionectes_macconnelli,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mionectes_oleagineus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mitsukurina_owstoni,6a,0,,
Mobula_birostris,8,0,,
Moenkhausia_dichroura,6a,0,,
Moenkhausia_pittieri,6a,0,,
Mohoua_novaeseelandiae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Moina_micrura,6,0,,
Moina_weismanni,error,0,,"Unrecognized field name ""ab""."
Molothrus_aeneus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Molothrus_ater,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Molothrus_bonariensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Molothrus_rufoaxillaris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Monochirus_hispidus,6a,0,,
Monocorophium_insidiosum,4,0,,
Mormyrops_anguilloides,6a,0,,
Mormyrus_kannume,6a,0,,
Mormyrus_longirostris,6a,0,,
Morone_chrysops,6a,0,,
Morone_mississippiensis,6a,0,,
Morone_saxatilis,6a,0,,
Morphnus_guianensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Morus_bassanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Morus_capensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Morus_serrator,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Motacilla_aguimp,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Motacilla_alba,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Motacilla_citreola,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Motacilla_clara,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Motacilla_flava,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mugil_liza,6a,0,,
Muraenesox_bagio,6a,0,,
Muraenesox_cinereus,6a,0,,
Mustelus_antarcticus,6a,0,,
Mustelus_californicus,6a,0,,
Mustelus_canis,6a,0,,
Mustelus_henlei,6a,0,,
Mustelus_manazo,6a,0,,
Mustelus_mustelus,6a,0,,
Mustelus_punctulatus,6a,0,,
Mustelus_schmitti,6a,0,,
Mustelus_walkeri,6a,0,,
Mya_arenaria,6a,0,,
Myadestes_obscurus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myadestes_palmeri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mycteria_americana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mycteria_cinerea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mycteria_leucocephala,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myiarchus_cinerascens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myiobius_atricaudus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myioborus_miniatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myioborus_pictus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myiopsitta_monachus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myiozetetes_similis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Myliobatis_aquila,6a,0,,
Myliobatis_californica,6a,0,,
Myloplus_rhomboidalis,6a,0,,
Myripristis_amaena,6a,0,,
Myripristis_murdjan,6a,0,,
Myrmecocichla_formicivora,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Mysis_mixta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Mystus_cavasius,6a,0,,
Mytilaster_minimus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Mytilopsis_sallei,9,0,,
Mytilus_californianus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Mytilus_edulis,error,0,,"Matrix dimensions must agree."
Mytilus_trossulus,6,0,,
Myuchelys_bellii,6,0,,
Nandinia_binotata,6,0,,
Nannatherina_balstoni,6a,0,,
Nannoperca_vittata,6a,0,,
Nanorana_parkeri,error,0,,"Arrays have incompatible sizes for this operation."
Natator_depressus,8,0,,
Natrix_maura,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 1."
Natrix_natrix,8,0,,
Nautilus_pompilius,timeout,0,,
Necrosyrtes_monachus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Necturus_maculosus,6,0,,
Negaprion_brevirostris,6a,0,,
Nematalosa_vlaminghi,6a,0,,
Neobola_stellae,6a,0,,
Neoceratodus_forsteri,5,0,,
Neodraco_skottsbergi,error,0,,"Integration interval contains NaN."
Neoniphon_sammara,6a,0,,
Neophema_chrysogaster,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Neophocaena_phocaenoides,6,0,,
Neophron_percnopterus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Neotrygon_annotata,6a,0,,
Neotrygon_kuhlii,6a,0,,
Neotrygon_picta,6a,0,,
Nestor_notabilis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ninox_novaeseelandiae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ninox_strenua,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Nipponia_nippon,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Nothonotus_bellus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Notothenia_neglecta,6a,0,,
Nototheniops_larseni,error,0,,"Unrecognized field name ""ab""."
Noturus_baileyi,6a,0,,
Noturus_phaeus,6a,0,,
Nuchequula_blochii,6a,0,,
Nuchequula_gerreoides,6a,0,,
Numenius_arquata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Numenius_phaeopus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Numenius_tahitiensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Numida_meleagris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Nycticorax_nycticorax,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Nyctiphanes_australis,4,0,,
Nymphicus_hollandicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Obliquaria_reflexa,6a,0,,
Oceanites_oceanicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oceanodroma_castro,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oceanodroma_furcata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oceanodroma_leucorhoa,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oceanodroma_microsoma,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oceanodroma_tristrami,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Octopus_cyanea,4,0,,
Octopus_joubini,4,0,,
Octopus_vulgaris,4,0,,
Ocyurus_chrysurus,6a,0,,
Odocoileus_virginianus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Odontostilbe_paraguayensis,6a,0,,
Oedura_monilis,6a,0,,
Oenanthe_familiaris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oenanthe_oenanthe,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oligosarcus_hepsetus,6a,0,,
Oncorhynchus_clarkii_stomias,98,0,,
Oncorhynchus_gilae,6a,0,,
Oncorhynchus_kisutch,4,0,,
Oncorhynchus_mykiss,98,0,,
Oncorhynchus_nerka,4,0,,
Oncorhynchus_tshawytscha,4,0,,
Onychodactylus_japonicus,6a,0,,
Onychogalea_fraenata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Onychoprion_anaethetus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Onychoprion_fuscatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ophiura_albida,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Ophiura_ophiura,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 1."
Opisthocomus_hoazin,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Orectolobus_halei,6a,0,,
Orectolobus_hutchinsi,6a,0,,
Orectolobus_maculatus,6a,0,,
Orectolobus_ornatus,6a,0,,
Oregonichthys_crameri,error,0,,"Arrays have incompatible sizes for this operation."
Oreophasis_derbianus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oreortyx_pictus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oreoscoptes_montanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oriolus_sagittatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ortalis_vetula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Orthotomus_sutorius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oryctolagus_cuniculus_NZW,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oryzias_latipes,9,0,,
Osmerus_dentex,6a,0,,
Osmerus_mordax,error,0,,"Matrix dimensions must agree."
Osphronemus_goramy,6a,0,,
Osteolaemus_tetraspis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ostorhinchus_doederleini,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Otis_tarda,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Otus_senegalensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oxyura_jamaicensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Oxyurella_longicaudis,error,0,,"Unrecognized field name ""ab""."
Pachyptila_belcheri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Pachyptila_vittata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Pacifastacus_leniusculus,6,0,,
Pagellus_acarne,6,0,,
Pagellus_bellottii,6a,0,,
Pagellus_bogaraveo,6a,0,,
