species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,d_V,Ri,T_typical,t_0,model,metamorphosis,weaning,foetus
Eleothreptus_candicans,1.347667e+04,9.935500e-01,8.050000e-02,1.120574e+04,7.327159e+03,1.105000e-13,1.217000e+02,,,7.751000e+03,Caprimulgidae,Caprimulgiformes,Aves,Chordata,Aw,TN,0iTh 0iTf 0iTi,Tnpfm,,biCi,Dg,O,3.465820e+00,,,,6.829274e+00,7.491877e+02,,,,,3.363453e+00,5.500000e+00,,,,4.600000e+01,,,,,,2.800000e-01,6.353548e-02,3.109500e+02,1.414830e+01,std,False,False,False
Eleutherodactylus_coqui,1.188520e+02,5.986800e-01,7.564000e-02,2.751520e+01,7.309783e+03,1.207000e-08,2.645000e+02,,,5.881000e+03,Eleutherodactylidae,Anura,Amphibia,Chordata,Af,THn,0iTf,Tnpm,,0iCi,Dg,O,2.100112e+01,,,,2.539227e+02,2.090566e+03,,,,,2.329216e+02,6.540000e-02,,,2.979227e+00,2.200000e+01,7.000000e-01,,,2.500000e+00,5.200000e+00,2.800000e-01,4.305053e-01,2.936500e+02,,std,False,False,False
Elseya_dentata,2.490832e+02,8.833100e-01,1.230500e-02,1.954740e+01,7.850949e+03,1.285000e-09,6.394000e+03,,,4.202000e+06,Chelidae,Testudines,Reptilia,Chordata,Aw,TA,0bTd biFm,Tt,,biCi biCvf biCva,Dtmf,O,7.122365e+01,,,,2.678714e+03,4.210615e+03,,,,,2.607491e+03,1.870000e+01,,,3.900000e+03,6.666000e+03,4.600000e+00,,,2.760000e+01,3.300000e+01,3.000000e-01,2.070957e-02,3.001500e+02,,std,False,False,False
Elusor_macrurus,2.476866e+02,9.140400e-01,3.133500e-02,1.879830e+01,7.851454e+03,5.397000e-10,9.480000e+02,,,3.277000e+06,Chelidae,Testudines,Reptilia,Chordata,Am,TA,0bFr,Tt,,biHl,Dg,O,2.712357e+01,,,,4.179774e+03,8.305300e+03,,,,,4.152650e+03,3.214755e+00,,,2.903876e+03,3.800000e+03,3.000000e+00,,,2.900000e+01,3.172000e+01,3.000000e-01,5.309862e-02,2.961500e+02,,std,False,False,False
Emberiza_calandra,1.416050e+03,9.675900e-01,4.512700e-02,7.795609e+02,7.322770e+03,1.185000e-12,2.903000e+02,,1.210000e+03,2.990000e+03,Emberizidae,Passeriformes,Aves,Chordata,BSk Cfb Dfb,THp,0iTh,Tnsf,Ml,biCi biHs,Dg,O,2.653885e+00,,,3.809240e+00,6.119950e+00,4.705336e+02,,,,1.155355e+00,3.466066e+00,3.500000e+00,,,,3.200000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Emberiza_citrinella,1.013732e+03,9.705900e-01,4.201800e-02,5.324807e+02,7.321273e+03,5.188000e-13,2.197000e+02,,1.150000e+03,3.125000e+03,Emberizidae,Passeriformes,Aves,Chordata,Cfb Dfa Dfb,THp,0iTh,Tnsf,Ml,biCi biHs,Dg,O,2.653885e+00,,,4.113281e+00,7.032073e+00,5.859475e+02,,,,1.459396e+00,4.378188e+00,2.700000e+00,,,,2.970000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Emberizoides_ypiranganus,8.125813e+02,9.832400e-01,3.979800e-02,4.720884e+02,7.323801e+03,2.828000e-13,9.838000e+01,,4.193000e+02,1.170000e+03,Thraupidae,Passeriformes,Aves,Chordata,Cfa,TN,0iTg 0iTh,Tnpf,,biHs,Dg,O,2.796786e+00,,,4.012950e+00,6.445276e+00,4.438996e+02,,,,1.216163e+00,3.648490e+00,1.900000e+00,,,,2.017000e+01,,,,,,2.800000e-01,6.082456e-02,3.147500e+02,,std,False,False,False
Empidonax_difficilis,4.568532e+01,9.278000e-01,7.732500e-02,1.962990e+01,7.283310e+03,1.076000e-11,7.306000e+02,,1.160000e+03,2.192000e+03,Tyrannidae,Passeriformes,Aves,Chordata,BW BSk Cs,THn,0iTi,Tnpf,Ml,biCii xiHs,Dg,O,2.960102e+00,,,4.905964e+00,8.797686e+00,3.062907e+02,,,,1.945861e+00,5.837584e+00,1.500000e+00,,,,1.090000e+01,,,,,,2.800000e-01,7.884665e-02,3.147500e+02,,std,False,False,False
Empidonax_oberholseri,1.104310e+03,9.241300e-01,2.325100e-02,9.241385e+02,7.318793e+03,8.734000e-12,1.833000e+02,,1.103000e+03,2.284000e+03,Tyrannidae,Passeriformes,Aves,Chordata,BSk Dsa,THn,0iTi,Tnpf,Ml,biCii xiHs,Dg,O,3.062175e+00,,,5.129653e+00,9.264608e+00,3.995097e+02,,,,2.067478e+00,6.202433e+00,1.200000e+00,,,,1.100000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Empidonax_traillii,1.367963e+03,9.374500e-01,3.328600e-02,1.007857e+03,7.323592e+03,3.486000e-12,2.537000e+02,,1.366000e+03,2.824000e+03,Tyrannidae,Passeriformes,Aves,Chordata,BSk Dsa Dfa,THn,0iTi,Tnpf,Ml,biCii xiHs,Dg,O,2.653885e+00,,,4.295705e+00,7.579346e+00,4.882896e+02,,,,1.641821e+00,4.925462e+00,1.800000e+00,,,,1.500000e+01,,,,,,2.800000e-01,7.884665e-02,3.147500e+02,,std,False,False,False
Empidonax_virescens,1.083037e+03,9.301700e-01,3.290600e-02,7.888251e+02,7.315925e+03,2.583000e-12,2.644000e+02,,1.494000e+03,3.268000e+03,Tyrannidae,Passeriformes,Aves,Chordata,Cfa Dfa Dfb,THn,0iTi,Tnpf,Ml,biCii xiHs,Dg,O,2.653885e+00,,,4.356514e+00,7.761771e+00,5.371185e+02,,,,1.702629e+00,5.107886e+00,1.700000e+00,,,,1.260000e+01,,,,,,2.800000e-01,8.447856e-02,3.147500e+02,,std,False,False,False
Emydoidea_blandingii,2.243143e+02,9.022800e-01,4.143500e-02,1.460540e+01,7.859251e+03,8.022000e-10,3.854000e+03,,,5.512000e+05,Emydidae,Testudines,Reptilia,Chordata,Dfb,THn,0bTd biFp biFl biFr,Tt,,biO,Dtmf,O,2.235670e+01,,,,2.926283e+03,2.129546e+04,,,,,2.903926e+03,8.000000e+00,,,,5.000000e+03,3.200000e+00,,,,2.870000e+01,3.000000e-01,3.305869e-02,2.901500e+02,,std,False,False,False
Emydura_macquarii,2.940998e+02,7.362000e-01,6.046400e-02,1.640250e+01,7.857860e+03,1.211000e-09,1.366000e+04,,,1.168000e+07,Chelidae,Testudines,Reptilia,Chordata,Cfa Cfb,TA,0bTd biFr,Tt,,biCi,Dg,O,6.483123e+01,,,,3.098600e+03,6.340577e+03,,,,,3.033769e+03,8.000000e+00,,,2.669000e+03,4.000000e+03,2.700000e+00,,,1.870000e+01,2.140000e+01,3.000000e-01,1.186643e-01,2.951500e+02,,std,False,False,False
Emydura_victoriae,9.054427e+02,8.809700e-01,2.350900e-02,1.209669e+02,7.836637e+03,1.018000e-09,1.616000e+03,,,1.304000e+06,Chelidae,Testudines,Reptilia,Chordata,Aw BSh,TA,0bTd biFr biFl,Tt,,biCi,Dg,O,4.049818e+01,,,,1.051643e+03,5.055722e+03,,,,,1.011144e+03,6.500000e+00,,,,1.900000e+03,,,,,,3.000000e-01,7.714031e-02,2.971500e+02,,std,False,False,False
Emys_orbicularis,2.730579e+02,9.678600e-01,2.055900e-02,2.427700e+01,7.834527e+03,8.913000e-12,5.017000e+02,,,1.458000e+05,Emydidae,Testudines,Reptilia,Chordata,BSk Csa Dfa Dfb,THp,0bTd biFp,Tt,,biCi biHl,Dtmf,O,4.214049e+01,,,,1.390324e+03,3.033433e+04,,,,,,5.000000e+00,,,5.827216e+02,2.275831e+03,2.600000e+00,,,1.270000e+01,2.000000e+01,3.000000e-01,3.560322e-02,2.971500e+02,,std,False,False,False
Enicognathus_ferrugineus,2.586281e+03,9.797200e-01,2.421600e-02,1.191606e+03,7.331524e+03,1.613000e-12,4.373000e+02,,,1.826000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Csb Cwa Cwb,TN,0iTf,Tnwf,,biHs,Dg,O,5.423651e+00,,,,1.415157e+01,8.967132e+02,,,,,8.727923e+00,9.770000e+00,,,,1.669500e+02,,,,,,2.800000e-01,9.661952e-02,3.116500e+02,3.241200e+00,std,False,False,False
Ensatina_eschscholtzii,3.899488e+01,8.522400e-01,1.481000e-02,1.715960e+01,7.322934e+03,3.383000e-08,1.295000e+01,,,5.235000e+02,Plethodontidae,Caudata,Amphibia,Chordata,Dfb,THn,0iFcc jiTf,Fc,,biCi,Dg,O,2.967469e+02,,,,3.043807e+03,1.177311e+04,,,,,2.747060e+03,1.410000e-02,,,1.946806e+00,1.025000e+01,8.900000e-01,,,4.600000e+00,8.000000e+00,2.800000e-01,3.567451e-02,2.881500e+02,,std,False,False,False
Eolophus_roseicapilla,8.197480e+03,9.967700e-01,5.591000e-02,3.598926e+03,7.343214e+03,3.915000e-20,7.832000e+01,,,2.326000e+04,Cacatuidae,Psittaciformes,Aves,Chordata,A B Cfa Cfb Cs,TA,0iTf,Tnwfm,,biHs,Dg,O,5.999611e+00,,,,1.480288e+01,2.295137e+03,,,,,8.803266e+00,1.000000e+01,,,,2.993000e+02,,,,,,2.800000e-01,3.485631e-02,3.119500e+02,1.467900e+01,std,False,False,False
Eopsaltria_georgiana,7.736403e+02,9.560400e-01,3.718400e-02,4.595409e+02,7.324066e+03,1.739000e-11,2.586000e+02,,1.327000e+03,3.419000e+03,Petroicidae,Passeriformes,Aves,Chordata,Csb,TA,0iTd 0iThh 0iTg,Tnpf,,biCi,Dg,O,2.858030e+00,,,4.499850e+00,7.783491e+00,3.107297e+02,,,,1.641821e+00,4.925462e+00,2.000000e+00,,,,1.750000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Eos_histrio,6.021321e+03,9.970600e-01,4.581000e-02,2.810946e+03,7.334382e+03,1.580000e-13,4.290000e+01,,,1.427000e+04,Psittaculidae,Psittaciformes,Aves,Chordata,Af,TA,0iTf,Tnwf,,biHn,Dg,O,4.121519e+00,,,,1.543549e+01,8.967132e+02,,,,,1.131397e+01,7.000000e+00,,,,2.050000e+02,,,,,,2.800000e-01,3.390158e-02,3.116500e+02,1.680810e+01,std,False,False,False
Eremias_argus,1.035107e+02,4.779400e-01,2.664000e-02,3.007410e+01,7.830124e+03,2.244000e-08,2.238000e+03,,,1.104000e+04,Lacertidae,Squamata,Reptilia,Chordata,Cwa Cfa Dw,THp,0iTh 0iTf,Tv,,bpCvr biCvm biSv,Dg,O Apa,2.421747e+01,,,,1.196349e+03,5.860656e+03,,,,,1.172131e+03,4.000000e-01,,,1.260692e+00,6.800000e+00,2.660000e+00,,,3.900000e+00,6.580000e+00,3.000000e-01,8.531469e-03,2.881500e+02,,std,False,False,False
Eremias_suphani,1.519636e+02,2.045300e-01,2.526300e-02,2.081790e+01,7.840526e+03,2.149000e-08,5.447000e+03,,,5.018000e+04,Lacertidae,Squamata,Reptilia,Chordata,Dsb,THp,0iTh 0iTf,Tv,,bpCvr biCvm biSv,Dg,O Apa,2.421747e+01,,,,3.306185e+03,5.860656e+03,,,,,3.281967e+03,4.000000e-01,,,,5.990000e+00,,,,,7.090000e+00,3.000000e-01,8.531469e-03,2.881500e+02,,std,False,False,False
Eremophila_alpestris,1.080689e+03,9.655800e-01,5.016400e-02,5.256356e+02,7.325416e+03,1.943000e-13,2.803000e+02,,1.304000e+03,3.832000e+03,Alaudidae,Passeriformes,Aves,Chordata,C D ET,TH,0iTi 0iTs 0iTg 0iTh,Tnsf,Ml,biCi xiHs xiHl,Dg,O,2.449740e+00,,,3.556449e+00,5.769866e+00,4.438996e+02,,,,1.106709e+00,3.320126e+00,2.730000e+00,,,,3.380000e+01,,,,,,2.800000e-01,1.689571e-01,3.147500e+02,,std,False,False,False
Eretmochelys_imbricata,1.716374e+03,9.180700e-01,4.376100e-02,5.944660e+01,7.833924e+03,1.811000e-10,2.017000e+03,,,3.292000e+07,Cheloniidae,Testudines,Reptilia,Chordata,MA,MC,0iMp,Tnt,Mo,biCi biCis biHl,Dtmf,O,2.906097e+01,,,,8.834207e+03,3.522059e+04,,,,,8.805146e+03,1.650000e+01,,,1.310594e+05,1.270000e+05,4.200000e+00,,,8.380000e+01,1.000000e+02,3.000000e-01,1.135699e-01,2.911500e+02,,std,False,False,False
Erithacus_rubecula,1.232889e+03,8.662300e-01,3.052700e-02,7.871207e+02,7.321579e+03,3.612000e-16,5.481000e+02,,3.146000e+03,7.532000e+03,Muscicapidae,Passeriformes,Aves,Chordata,BSk Cfa Dfa Dfb Dfc,THp,0iTd 0iThh 0iTg,Tnpf,,biCi,Dg,O,2.858030e+00,,,4.560659e+00,7.965916e+00,8.567263e+02,,,,1.702629e+00,5.107886e+00,1.800000e+00,,,,1.860000e+01,,,,,,2.800000e-01,2.329355e-01,3.147500e+02,,std,False,False,False
Erpetoichthys_calabaricus,5.482991e+01,9.262000e-01,9.734000e-03,1.703000e+01,5.235000e+03,6.520000e-10,2.588000e-01,,,1.094000e+04,Polypteridae,Polypteriformes,Actinopterygii,Chordata,Aw,TPa,0iFe,Fs,,biCi,D,O,1.099117e+01,1.735448e+00,,,1.266877e+03,4.222924e+03,,,,,,1.192427e-03,,,3.670000e+01,6.040000e+01,1.000000e+00,,,3.140000e+01,3.700000e+01,2.000000e-01,5.683265e+00,2.991500e+02,,std,False,False,False
Eryx_miliaris,3.768356e+02,6.174800e-01,1.372300e-02,6.957970e+01,7.823456e+03,1.035000e-10,1.089000e+04,,,4.296000e+05,Boidae,Squamata,Reptilia,Chordata,BWk BSh,THp,biTs biTd,Tv,,biCv biCi,Dg,O,4.877825e+01,,,,3.455126e+02,3.560812e+03,,,,,2.967343e+02,7.000000e+00,,,,1.800000e+02,,,,,,3.000000e-01,6.066032e-02,3.031500e+02,,std,False,False,False
Esox_lucius,8.050561e+02,9.281600e-01,2.321700e-02,5.176990e+01,5.230260e+03,3.822000e-08,2.359000e-01,,,9.183000e+04,Esocidae,Esociformes,Actinopterygii,Chordata,Cfb Dfb Dfc,TH,0iFl,Fh,Mp,bjCi jiCvf,D,O,2.887269e+01,,,,1.944440e+03,1.296293e+04,,,,,,4.800000e-03,,,9.080000e+02,2.460000e+04,8.750000e-01,,,5.080000e+01,1.500000e+02,2.000000e-01,1.542861e+02,2.851500e+02,,std,False,False,False
Esox_masquinongy,9.556982e+02,6.785800e-01,8.637400e-02,2.875540e+01,5.222300e+03,3.813000e-09,9.293000e+00,,,3.081000e+06,Esocidae,Esociformes,Actinopterygii,Chordata,Dfa Dfb,THn,0iFl,Fh,,bjCi jiCvf,D,O,1.649853e+01,,,,1.823088e+03,1.806589e+04,,,,,1.806589e+03,1.280000e-02,,,2.800000e+03,3.850000e+04,,,,7.700000e+01,1.830000e+02,2.000000e-01,7.472646e+02,2.861500e+02,,std,False,False,False
Esox_niger,3.350750e+02,9.212200e-01,2.538400e-01,1.844460e+01,5.229805e+03,5.552000e-08,2.839000e+00,,,1.183000e+04,Esocidae,Esociformes,Actinopterygii,Chordata,Cfa Dfa Dfb,THn,0iFl,Fh,,bjCi jiCvf,D,O,1.147338e+01,,,,7.094376e+02,6.281678e+03,,,,,6.979642e+02,8.200000e-03,,,3.130000e+01,6.100000e+03,,,,1.800000e+01,9.900000e+01,2.000000e-01,4.298215e+01,2.841500e+02,,std,False,False,False
Eublepharis_macularius,1.155960e+03,6.745300e-01,1.715500e-02,4.391113e+02,7.834157e+03,1.559000e-11,3.003000e+03,,,4.001000e+05,Eublepharidae,Squamata,Reptilia,Chordata,BWh,THp,0iTa 0iTd,Tt,,biCi,Dg,O,1.880579e+01,,,,1.555751e+02,3.556858e+03,,,,,1.367694e+02,2.800000e+00,,,,6.000000e+01,6.000000e+00,,,,1.900000e+01,3.000000e-01,1.121777e-01,3.051500e+02,,std,False,False,False
Eudocimus_albus,7.569944e+03,9.959700e-01,1.069300e-01,1.893855e+03,7.329640e+03,4.620000e-18,3.712000e+02,,,3.923000e+04,Threskiornithidae,Pelecaniformes,Aves,Chordata,Am Cwa,THn TN,0iTs 0iTa 0iTd,Tnpfm,Ms,biCi biCvr,Dg,O,3.884076e+00,,,,9.285345e+00,1.560272e+03,,,,,5.401269e+00,3.630000e+01,,,,7.640000e+02,,,,,,2.800000e-01,5.325993e-02,3.121500e+02,1.437360e+01,std,False,False,False
Eudocimus_ruber,8.080140e+03,9.957300e-01,4.411700e-02,2.938402e+03,7.313228e+03,4.340000e-16,2.924000e+02,,,1.648000e+04,Threskiornithidae,Pelecaniformes,Aves,Chordata,Am Cwa,TN,0iTs 0iTa 0iTd,Tnpfm,Ms,biCi biCvr,Dg,O,4.060625e+00,,,,1.000202e+01,1.870074e+03,,,,,5.941396e+00,3.030000e+01,,,,5.880000e+02,,,,,,2.800000e-01,3.550662e-02,3.121500e+02,9.723600e+00,std,False,False,False
Eudyptes_chrysocome,8.465654e+03,9.971800e-01,4.560000e-02,1.670614e+03,7.333436e+03,1.390000e-12,3.279000e+02,,,3.445000e+04,Spheniscidae,Sphenisciformes,Aves,Chordata,MC,MC,0iMc,Tnsfm,Ml,biCvf biCic biCik,Dg,O,7.281006e+00,,,,1.725233e+01,1.213178e+03,,,,,9.971327e+00,7.000000e+01,,,,4.000000e+03,,,,,,2.800000e-01,3.297125e-02,3.113500e+02,9.818000e+00,std,False,False,False
Eudyptes_chrysolophus,4.742361e+03,9.923400e-01,2.794500e-02,8.166655e+02,7.281468e+03,5.039000e-12,6.154000e+02,,7.703000e+03,1.359000e+04,Spheniscidae,Sphenisciformes,Aves,Chordata,MC ME,MAS MIS MS,0iMc,Tnsfm,Ml,biCvf biCic biCik,Dg,O,7.451292e+00,,,1.825356e+01,3.985811e+01,1.213178e+03,,,,1.080227e+01,3.240681e+01,1.010000e+02,,,,5.210000e+03,,,,,,2.800000e-01,3.297125e-02,3.113500e+02,,std,False,False,False
Eudyptes_pachyrhynchus,1.665362e+04,9.973000e-01,3.738000e-02,4.318649e+03,7.331500e+03,1.972000e-12,2.880000e+02,,,6.362000e+04,Spheniscidae,Sphenisciformes,Aves,Chordata,MC,MISE MPSW,0iMc,Tnsfm,Ml,biCvf biCic biCik,Dg,O,7.281006e+00,,,,1.974517e+01,1.213178e+03,,,,,1.246416e+01,7.000000e+01,,,,4.000000e+03,,,,,,2.800000e-01,3.297125e-02,3.113500e+02,1.689590e+01,std,False,False,False
Eudyptula_minor,2.292812e+04,9.931200e-01,4.364000e-02,9.257378e+03,7.321940e+03,7.508000e-14,1.348000e+03,,,1.338000e+05,Spheniscidae,Sphenisciformes,Aves,Chordata,MC,MISE MPSW,0iMc,Tnsfm,Ml,biCvf biCic biCik,Dg,O,7.489035e+00,,,,1.779274e+01,1.213178e+03,,,,,1.030370e+01,8.000000e+01,,,,1.232000e+03,,,,,,2.800000e-01,3.297125e-02,3.113500e+02,2.049530e+01,std,False,False,False
Eulamprus_quoyii,1.686566e+02,8.520800e-01,2.833500e-02,5.030240e+01,7.827881e+03,1.118000e-08,8.461000e+02,,,1.438000e+04,Scincidae,Squamata,Reptilia,Chordata,Cfb Cfc,TA,0iTa 0iTg,Tt,,biCi,Dg,O,3.961285e+01,,,,2.095018e+02,5.556072e+03,,,,,,9.700000e-01,,,1.100000e+01,4.180000e+01,3.845000e+00,,,9.000000e+00,1.300000e+01,3.000000e-01,1.079900e-02,2.991500e+02,,std,False,False,False
Eulimnadia_texana,5.994046e+02,8.565000e-01,8.613000e-02,2.018995e+03,4.444739e+03,1.034000e-04,1.021000e-03,,,2.054000e+00,Limnadiidae,Spinicaudata,Branchiopoda,Arthropoda,B,THn,0iFpe,Fbf,,biPp biD,Hha,O,4.435841e-01,,,,2.217920e+00,9.758849e+00,,,,,1.774336e+00,3.600000e-06,,,3.351602e-03,4.580000e-02,,,,3.250000e-01,7.770000e-01,1.700000e-01,2.161935e+03,3.021500e+02,,std,False,False,False
Eunectes_murinus,1.342126e+03,3.439000e-01,2.530800e-02,1.497400e+01,7.847850e+03,3.439000e-10,5.770000e+05,,,4.598000e+07,Boidae,Squamata,Reptilia,Chordata,A,TN,0iFr,Tv,,biCv,Dg,Apf,8.649889e+01,,,,4.857246e+02,4.857246e+03,,,,,,3.330000e+02,,,1.500000e+04,2.500000e+05,7.500000e+01,,,3.020000e+02,9.140000e+02,3.000000e-01,6.176340e-01,3.021500e+02,,std,False,False,False
Eunectes_notaeus,6.854374e+02,6.251300e-01,2.521800e-02,2.533390e+01,7.835591e+03,3.858000e-10,1.461000e+05,,,5.541000e+06,Boidae,Squamata,Reptilia,Chordata,Aw Cfa,TN,0iFr 0iFm,Tv,,biCv,Dg,Apf,8.117588e+01,,,,4.857246e+02,3.821033e+03,,,,,,1.040000e+02,,,2.162875e+03,2.900000e+04,6.000000e+01,,,1.650000e+02,3.658000e+02,3.000000e-01,2.470536e-01,3.021500e+02,,std,False,False,False
Eunymphicus_cornutus,1.008119e+04,9.935100e-01,1.470300e-02,9.837702e+03,7.313980e+03,2.519000e-13,6.719000e+01,,,4.150000e+03,Psittaculidae,Psittaciformes,Aves,Chordata,Af,TAz,0iTf,Tnwf,,biHs,Dg,O,3.475006e+00,,,,1.026339e+01,1.162188e+03,,,,,6.788384e+00,5.000000e+00,,,,1.200000e+02,,,,,,2.800000e-01,5.085238e-02,3.116500e+02,9.430500e+00,std,False,False,False
Euphagus_cyanocephalus,1.430111e+03,9.557500e-01,4.901200e-02,6.014116e+02,7.321531e+03,8.464000e-13,4.817000e+02,,3.227000e+03,9.204000e+03,Icteridae,Passeriformes,Aves,Chordata,BSk Df,THn,0iTh 0iTi 0iTg,Tnsf,Ms,biCi biHs,Dg,O,2.653885e+00,,,4.234897e+00,7.396922e+00,5.548745e+02,,,,1.581012e+00,4.743037e+00,4.340000e+00,,,,6.455000e+01,,,,,,2.800000e-01,1.689571e-01,3.147500e+02,,std,False,False,False
Euphlyctis_hexadactylus,2.231911e+02,9.968700e-01,1.946800e-02,4.643580e+01,7.305642e+03,1.524000e-09,4.350000e-03,1.385000e+01,,2.117000e+03,Dicroglossidae,Anura,Amphibia,Chordata,Am Af,TPi,0iFp jiFm,Fpf,,bjO jiCi,D,O,1.000000e+01,,,,4.322924e+02,2.956047e+03,,,,,4.222924e+02,5.200000e-04,1.400000e+00,,,2.960000e+02,,,,,1.450000e+01,2.800000e-01,9.472109e+00,2.991500e+02,,std,False,False,False
Euphonia_hirundinacea,7.914873e+02,9.808900e-01,2.712300e-02,5.545839e+02,7.328539e+03,3.652000e-12,5.271000e+01,,3.841000e+02,4.441000e+02,Fringillidae,Passeriformes,Aves,Chordata,A Cwa,THn TN,0iTht 0iThh,Tnpf,,biHs,Dg,O,3.062175e+00,,,,5.372885e+00,5.326795e+02,,,,,2.310710e+00,1.100000e+00,,,,1.520000e+01,,,,,,2.800000e-01,1.295338e-01,3.147500e+02,,std,False,False,False
Euptilotis_neoxenus,1.027917e+04,9.888900e-01,1.518400e-02,9.483133e+03,7.321872e+03,1.947000e-14,4.718000e+02,,,7.379000e+03,Trogonidae,Trogoniformes,Aves,Chordata,BSk Cwa Cwb,THn,0iTf,Tnwfm,,biCi biCvr xiHs,Dg,O,3.848045e+00,,,,8.289482e+00,1.350937e+03,,,,,4.441437e+00,1.450000e+01,,,,1.302500e+02,,,,,3.450000e+01,2.800000e-01,3.701134e-02,3.126000e+02,1.416500e+00,std,False,False,False
Euryalona_orientalis,3.490541e+01,6.857800e-01,1.978500e-02,7.495204e+02,4.444121e+03,4.373000e-05,5.831000e-03,,,4.003000e-02,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,A B,TP TA TN,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,9.758849e-01,,,,3.238164e+00,1.064602e+01,,,,,2.262279e+00,4.508387e-06,,,1.227869e-05,4.764706e-05,4.010000e-02,,,5.600000e-02,8.800000e-02,1.700000e-01,2.385571e+00,3.021500e+02,8.739800e-01,std,False,False,False
Eurycea_bislineata,1.173631e+02,5.486600e-01,1.970000e-02,6.228110e+01,7.299584e+03,2.547000e-08,2.919000e+01,3.113000e+03,,7.215000e+03,Plethodontidae,Caudata,Amphibia,Chordata,Dfa Dfb,THn,0iFcc jiTf,Fc,,biCi,Dg,O,8.991691e+01,,1.197822e+03,,1.848114e+03,5.333197e+03,,,1.107905e+03,,1.758197e+03,1.090000e-02,7.812279e-01,,,1.680000e+00,5.278000e-01,2.192400e+00,,,3.940000e+00,2.800000e-01,4.736055e-01,2.881500e+02,,std,False,False,False
Euryceros_prevostii,1.363420e+03,9.683200e-01,4.677500e-02,5.278162e+02,7.323650e+03,1.573000e-12,6.501000e+02,,3.679000e+03,9.309000e+03,Vangidae,Passeriformes,Aves,Chordata,A,TPam,0iTh 0iTf,Tncf,,biCi,Dg,O,3.266320e+00,,,5.212181e+00,9.103904e+00,7.102394e+02,,,,1.945861e+00,5.837584e+00,8.000000e+00,,,,8.600000e+01,,,,,,2.800000e-01,6.082456e-02,3.147500e+02,,std,False,False,False
Eurystomus_orientalis,5.180127e+03,9.953700e-01,5.969500e-02,2.384895e+03,7.318897e+03,1.811000e-16,2.213000e+02,,,7.315000e+03,Coraciidae,Coraciiformes,Aves,Chordata,A Cfa Cfb Dwa Dfa,TPi TA THp,0iTi,Tnwf,Ms,biCi,Dg,O,3.739438e+00,,,,7.156265e+00,1.018075e+03,,,,,3.416827e+00,1.470000e+01,,,,1.470000e+02,,,,,,2.800000e-01,3.437861e-02,3.132500e+02,1.015170e+01,std,False,False,False
Falcipennis_canadensis,4.266923e+03,9.912700e-01,2.856200e-02,1.598455e+03,7.324560e+03,1.982000e-12,2.927000e+02,,,1.655000e+03,Phasianidae,Galliformes,Aves,Chordata,Dsa Dfb Dfc,THn,0iTf,Tnsf,,bxCi biHs,Dg,O,4.082900e+00,,,,5.402987e+00,6.263815e+02,,,,,1.320087e+00,1.500000e+01,,,,4.487000e+02,,,,,,2.800000e-01,1.037706e-01,3.138500e+02,1.237500e-02,std,False,False,False
Falco_berigora,1.100627e+04,9.938500e-01,3.310100e-02,4.609987e+03,7.322315e+03,1.378000e-12,4.294000e+02,,,1.451000e+04,Falconidae,Falconiformes,Aves,Chordata,A BWh BSh Cfa Cfb,TA,0iTh 0iTg 0iTa,Tnwf,Ms,biCi biCv,Dg,O,6.636178e+00,,,,1.148693e+01,1.370730e+03,,,,,4.850757e+00,3.100000e+01,,,,6.814000e+02,,,,,,2.800000e-01,4.902497e-02,3.120000e+02,1.149100e+01,std,False,False,False
Falco_biarmicus,1.074359e+04,9.917300e-01,3.310100e-02,4.197753e+03,7.319536e+03,1.502000e-12,5.898000e+02,,,3.251000e+04,Falconidae,Falconiformes,Aves,Chordata,A BWh BSh Cwa Cwb,TPa,0iTh 0iTg 0iTa,Tnpf,,biCi biCv,Dg,O,7.244494e+00,,,,1.366001e+01,1.370730e+03,,,,,6.415517e+00,3.100000e+01,,,,7.405000e+02,,,,,,2.800000e-01,6.565845e-02,3.120000e+02,1.348930e+01,std,False,False,False
Falco_chicquera,1.061469e+04,9.881200e-01,3.310100e-02,6.157084e+03,7.322325e+03,2.800000e-12,5.898000e+02,,,2.823000e+04,Falconidae,Falconiformes,Aves,Chordata,Aw BSh Cwa Cwb,TPa TPi,0iTh 0iTg 0iTa,Tnpf,Ms,biCi biCv,Dg,O,7.299796e+00,,,,1.308941e+01,9.709337e+02,,,,,5.789613e+00,1.900000e+01,,,,2.480000e+02,,,,,,2.800000e-01,7.003567e-02,3.120000e+02,1.712710e+01,std,False,False,False
