species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,p_M,s_Hb_bj,s_Hbj_p,E_Hp,s_p_M,1/s_M,estim_k_J,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Natrix_natrix,3.3904462898e+01,8.8051463844e+03,3.0000000000e-01,3.0000000000e+00,8.8246333285e+01,8.5000000000e+02,9.0855956854e-02,2.9915000000e+02,False,3.0076197047e+02,3.5530954671e-01,2.4128312536e-02,2.8915719108e+01,1.0000000000e+00,1.7213355640e-02,2.8246913081e+05,1.1756846947e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True
Podargus_strigoides,6.1243497328e+00,2.1123378169e+03,2.8000000000e-01,1.4000000000e+01,4.5006250000e+02,4.7375000000e+02,4.7340912613e-02,3.1285000000e+02,False,1.4689833642e+02,1.7597480779e-02,5.8186990341e-02,2.0636883190e+01,1.0000000000e+00,1.1021735268e-01,1.3047726759e+04,8.7318014044e-02,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Isopsetta_isolepis,6.6794288740e+00,2.6270602706e+04,2.0000000000e-01,5.4000000000e-04,1.1450000000e+02,2.3000000000e+03,4.1871898118e+02,2.7785000000e+02,True,8.4533239924e+03,4.8679160395e-01,2.6753976273e-02,1.4201534000e+03,8.4399612957e-01,4.6728371774e-07,1.0852312026e+05,4.8036938308e-03,9.4722951390e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
Mytilus_californianus,1.1822867044e+00,8.6306929422e+03,9.0000000000e-02,5.1257812500e-08,3.2500000000e-01,1.0000000000e+02,2.7807732427e+04,2.9115000000e+02,True,1.0766380311e+01,2.0006905228e-02,2.1856706794e-02,4.7849170429e+00,1.2359868015e-01,1.6630811565e-06,1.6675301025e+01,1.2042711481e-03,4.9828589180e-01,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Geothlypis_formosa,2.5518123887e+00,3.1072973379e+02,2.8000000000e-01,2.8000000000e+00,1.3490000000e+01,1.4200000000e+01,1.0137427022e-01,3.1475000000e+02,False,2.6566696166e+03,1.2570785893e-01,3.1734400303e-02,2.3100485575e+03,1.0000000000e+00,1.8345522376e-01,3.0932055536e+03,8.6559672741e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Evynnis_ehrenbergii,1.1836465860e+01,6.4804650582e+03,2.0000000000e-01,3.2000000000e-04,1.1364336725e+02,1.2000000000e+03,2.3146486965e+02,2.9135000000e+02,True,1.3807176581e+02,1.8366399514e-02,2.7419038844e-02,5.1719281205e+01,3.0859272111e-02,5.4087033449e-05,8.9106040232e+03,4.7338812387e-02,3.1495902594e-01,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Falco_sparverius,6.1243497328e+00,8.7333981391e+02,2.8000000000e-01,1.0600000000e+01,1.3395000000e+02,1.4100000000e+02,1.3431198044e-01,3.1315000000e+02,False,1.6100503585e+03,1.2928060473e-01,2.0893579509e-02,6.3284340509e+02,1.0000000000e+00,7.2682576320e-02,2.8973775453e+04,7.3701244233e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Sotalia_guianensis,7.1621116304e+01,3.2174409150e+03,3.0000000000e-01,6.6895583630e+03,7.2451483965e+04,1.2100000000e+05,6.2161203666e-03,3.1035000000e+02,False,5.9277913863e+02,1.4228726613e-01,2.1874938027e-02,1.7528406981e+01,1.0000000000e+00,6.9554258436e-02,2.5819068578e+07,7.2765744750e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Stercorarius_pomarinus,5.3077697685e+00,1.0682620596e+03,2.8000000000e-01,4.4000000000e+01,7.0300000000e+02,7.4000000000e+02,4.2273245320e-02,3.1405000000e+02,False,2.9155768358e+03,1.9687748538e-01,3.6060162191e-02,6.1906962005e+02,1.0000000000e+00,4.3952741037e-02,3.0975063080e+05,9.6350514559e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True
Hypanus_dipterurus,1.3295392951e+02,1.7160506351e+04,2.0000000000e-01,5.6250041070e+02,7.6551373032e+03,3.2100000000e+04,3.3798536485e-03,2.8805000000e+02,False,5.0181167600e+02,2.8909944524e-01,3.0163756250e-02,1.8762437482e+01,1.0000000000e+00,5.9630612545e-02,6.4359877814e+06,2.4543498701e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Microstomus_pacificus,2.0876168585e+02,1.1150929074e+05,2.0000000000e-01,1.1000000000e-03,4.7600000000e+02,3.8000000000e+03,1.2375650414e+02,2.7665000000e+02,True,2.5148290285e+02,2.5526168005e-01,3.0617536532e-02,4.7684640943e+01,4.4247624817e-02,2.5686921956e-05,6.3915998091e+05,5.7872767063e-02,3.5524831016e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Neophocaena_phocaenoides,7.1701256210e+01,2.6988800970e+03,3.0000000000e-01,7.0000000000e+03,5.2196931784e+04,7.2000000000e+04,6.1136469228e-03,3.1015000000e+02,False,8.7992369464e+02,3.8971191721e-01,2.3067678232e-02,2.3859271023e+01,1.0000000000e+00,9.4441248239e-02,7.4310278310e+07,8.5554867144e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Stercorarius_skua,5.9202047417e+00,7.5568377204e+02,2.8000000000e-01,7.2000000000e+01,1.2730000000e+03,1.3400000000e+03,4.2273245320e-02,3.1405000000e+02,False,4.1123679524e+03,5.4634874919e-02,3.3729236692e-02,9.5508193908e+02,1.0000000000e+00,4.7338324013e-02,8.3112043496e+04,8.7582940103e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True
Cygnus_olor,7.3492196794e+00,1.8247037894e+03,2.8000000000e-01,1.5700000000e+02,1.0070000000e+04,1.0600000000e+04,1.3152819729e-01,3.1445000000e+02,False,6.0107905115e+03,2.2198710784e-01,2.7129942358e-02,6.9496795263e+02,1.0000000000e+00,1.1041624680e-02,2.0232273772e+06,9.5804257311e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True
Agelaius_phoeniceus,2.4497398931e+00,8.8779923940e+02,2.8000000000e-01,3.1500000000e+00,3.7620000000e+01,3.9600000000e+01,1.1826998193e-01,3.1475000000e+02,False,4.9554922052e+03,4.7350837664e-02,2.5043118060e-02,4.3785290890e+03,1.0000000000e+00,7.9956344873e-02,1.2470178806e+03,8.1898253021e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Stercorarius_maccormicki,5.9202047417e+00,8.0720766559e+02,2.8000000000e-01,6.5000000000e+01,1.2730000000e+03,1.3400000000e+03,4.2273245320e-02,3.1405000000e+02,False,8.9824231326e+03,6.1448071145e-02,2.1787150179e-02,3.0762058512e+03,1.0000000000e+00,4.8537331344e-02,2.9683510968e+04,9.0213731053e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True
Ammodytes_americanus,1.2000115177e+02,1.0950105099e+04,2.0000000000e-01,3.8000000000e-04,2.1000000000e+00,4.1000000000e+01,4.2812374471e+01,2.8105000000e+02,True,2.3200190176e+02,3.7289982669e-01,2.0892941892e-02,1.8565154342e+02,3.7496103161e-02,1.4851466966e-03,6.4557153754e+03,9.6134227423e-03,3.4073420528e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Coilia_dussumieri,4.0987058238e+00,6.6490116698e+02,2.0000000000e-01,2.7000000000e-04,1.1600000000e+01,2.9300000000e+01,1.2834388664e+02,3.0185000000e+02,True,2.0968685483e+01,8.2879246740e-02,2.1252104038e-02,2.7717494587e+01,1.3060752449e-02,8.8498998291e-04,9.2368909343e+03,3.0220729550e-01,2.3919451403e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
Phaethornis_augusti,4.0828998219e+00,6.1224883096e+02,2.8000000000e-01,6.5000000000e-01,5.2250000000e+00,5.5000000000e+00,3.2666456821e-02,3.1125000000e+02,False,3.4495629162e+01,4.8833644563e-02,3.8193652928e-02,1.9335813504e+01,1.0000000000e+00,2.9996592048e-01,6.4147139028e+02,1.0542918087e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True
Pyxicephalus_adspersus,1.8983030941e+00,1.6425000000e+04,2.8000000000e-01,1.0000000000e-02,3.0000000000e+01,8.3800000000e+02,1.7319000549e+01,2.9815000000e+02,False,1.3341214561e+03,7.6250375028e-03,1.2785363227e-01,1.8463948586e+02,1.0000000000e+00,2.4744427962e-04,9.2450112826e+02,3.5351424449e-03,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
Calendulauda_barlowi,2.7559573798e+00,4.4389961970e+02,2.8000000000e-01,2.6000000000e+00,2.6885000000e+01,2.8300000000e+01,4.5055231211e-02,3.1475000000e+02,False,3.8450305096e+03,2.5604606152e-02,2.2526936816e-02,3.7060102717e+03,1.0000000000e+00,9.4878651876e-02,5.5327483289e+02,8.3466702707e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Pagetopsis_maculatus,7.0066545621e+02,2.3725653441e+04,2.0000000000e-01,8.2000000000e-03,4.3500000000e+00,1.1370000000e+02,6.0727516044e-01,2.7145000000e+02,True,1.0160938781e+03,1.9089349981e-01,2.2472000000e-02,6.5641201515e+02,1.6591848517e-01,1.8931288622e-03,4.0436834573e+03,4.9000828160e-03,5.6913559924e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Apalone_spinifera,5.7482868814e+01,1.2639305492e+04,3.0000000000e-01,9.0000000000e+00,1.6414496172e+03,1.2000000000e+04,1.5032471532e-01,2.9715000000e+02,False,2.5445427145e+02,8.3319435901e-02,8.2741192463e-02,9.8494578201e+00,1.0000000000e+00,3.5317540437e-04,1.4842690411e+07,4.5992634517e-01,1.0000000000e+00,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True
Pseudoplatystoma_tigrinum,5.2063451067e+00,3.8006319279e+03,2.0000000000e-01,2.8000000000e-03,8.8000000000e+03,2.0600000000e+04,1.6102585349e+04,2.9915000000e+02,True,3.6565000123e+02,6.4747508853e-01,1.5929000000e-02,1.5579850580e+01,1.4596400333e-01,7.9449212354e-07,3.5570901367e+07,2.4527203080e-01,5.2755235059e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Larus_glaucescens,5.5119147596e+00,1.5139599412e+03,2.8000000000e-01,7.0750000000e+01,8.9879500000e+02,9.4610000000e+02,5.7068881181e-02,3.1405000000e+02,False,2.5132263055e+03,9.9522072348e-02,4.4862514872e-02,4.8606605761e+02,1.0000000000e+00,5.1345293398e-02,2.4117823646e+05,8.8758845100e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
Sporophila_plumbea,2.6538848842e+00,2.6633977182e+02,2.8000000000e-01,1.2000000000e+00,9.7850000000e+00,1.0300000000e+01,1.0137427022e-01,3.1475000000e+02,False,1.5162561316e+03,6.0993893862e-02,2.4715579016e-02,1.4302433252e+03,1.0000000000e+00,9.4662248488e-02,1.2821466429e+03,8.1774123085e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Erithacus_rubecula,2.8580298753e+00,8.5672626602e+02,2.8000000000e-01,1.8000000000e+00,1.7670000000e+01,1.8600000000e+01,2.3293554536e-01,3.1475000000e+02,False,1.5947733586e+03,1.3258906338e-01,2.6466095664e-02,1.1360662749e+03,1.0000000000e+00,7.7667195900e-02,5.4664749985e+03,8.1383427729e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Ammodytes_tobianus,5.4941564048e+01,7.3881945338e+03,2.0000000000e-01,3.8000000000e-04,6.0000000000e+00,2.2600000000e+01,2.3686436409e+01,2.8335000000e+02,True,9.7088874772e+01,3.6069615243e-01,2.7930000000e-02,8.1777633255e+01,3.2015138221e-02,7.3768993223e-04,2.8013449878e+04,9.4150518821e-02,3.2364869999e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Geronticus_eremita,5.0015522818e+00,1.5997820253e+03,2.8000000000e-01,3.7000000000e+01,1.1419000000e+03,1.2020000000e+03,6.1695905093e-02,3.1375000000e+02,False,3.4802801190e+03,3.6683316747e-02,3.3298315873e-02,8.1226467261e+02,1.0000000000e+00,2.5628976718e-02,5.5214473860e+04,8.3991998390e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Scorpaena_guttata,1.3926307205e+01,7.1163429816e+03,2.0000000000e-01,1.8000000000e-03,2.2900000000e+02,2.0640000000e+03,9.6938835267e+01,2.9395000000e+02,True,1.7449014835e+02,5.4008966338e-02,2.7789000000e-02,1.7633065806e+01,9.4315832852e-01,6.1983113526e-06,3.9142403192e+04,8.9424566519e-02,9.8075105094e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Larus_dominicanus,5.5119147596e+00,1.4193374449e+03,2.8000000000e-01,6.3000000000e+01,7.8850000000e+02,8.3000000000e+02,4.2273245320e-02,3.1405000000e+02,False,5.1743186662e+03,9.4300054094e-02,2.3754237003e-02,1.6353777211e+03,1.0000000000e+00,4.7543147865e-02,5.5713526874e+04,9.3376220262e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Burhinus_grallarius,5.1036247774e+00,2.6021186490e+02,2.8000000000e-01,3.3480000000e+01,5.9394000000e+02,6.2520000000e+02,4.2273245320e-02,3.1405000000e+02,False,2.4177387433e+03,9.5771092637e-02,3.4374298962e-02,5.7622399410e+02,1.0000000000e+00,3.4456319064e-02,1.3196743463e+05,9.3974175359e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Chionodraco_hamatus,7.4723924490e+02,3.9396113523e+04,2.0000000000e-01,5.6100000000e-02,2.8600000000e+02,9.8950000000e+02,1.5083467552e+00,2.7205000000e+02,True,9.3615955400e+03,5.0830430141e-01,2.6524651599e-02,2.2985232701e+03,5.8534662132e-01,1.8452651649e-05,7.6833466191e+05,5.0683611463e-02,8.5700860394e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Bathyraja_abyssicola,7.8335505230e+03,8.8127443384e+04,2.0000000000e-01,1.7429445000e+02,1.9266446564e+04,3.8800000000e+04,5.1062414013e-03,2.7615000000e+02,False,7.3780318694e+02,5.5863652285e-01,3.5198000000e-02,1.7036894584e+01,1.0000000000e+00,6.5910773722e-03,2.2168815647e+07,2.9444871867e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
Mytilopsis_sallei,1.7455994015e-01,4.6840977640e+02,9.0000000000e-02,1.1310000000e-07,1.1000000000e-02,3.1940000000e-01,9.0246505834e+01,3.0015000000e+02,True,7.1663562371e+00,8.0560948365e-04,8.2595542407e-02,4.9703311424e+01,8.9967380377e-03,6.4118468556e-04,3.3221736306e-02,5.1264086954e-03,2.0987948664e-01,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Anser_anser,6.9091204782e+00,1.4270799514e+03,2.8000000000e-01,8.7000000000e+01,4.3700000000e+03,4.6000000000e+03,1.3033607530e-01,3.1335000000e+02,False,2.4613913185e+04,2.3948463743e-02,2.4419258622e-02,7.6805894297e+03,1.0000000000e+00,2.0448547048e-02,1.3597925319e+04,7.7342730020e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
Phocoenoides_dalli,7.7751049702e+01,1.7992533980e+03,3.0000000000e-01,2.1432447879e+04,8.7480000000e+04,1.2000000000e+05,8.5591056919e-03,3.1015000000e+02,False,8.4986098711e+02,4.1087890324e-01,2.4494974204e-02,1.8515938701e+01,1.0000000000e+00,1.4111735367e-01,9.4844883038e+07,7.4296558286e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
Perna_canaliculus,5.6656302396e+00,1.0754773818e+04,1.3800000000e-01,4.1080072834e-07,1.0869565217e+00,2.5362318841e+02,1.8596392948e+05,2.8815000000e+02,True,3.6784572875e+00,1.3966144159e-01,6.1646261372e-03,2.4510533757e+01,1.0439786610e-04,1.6929517285e-03,2.9450000000e+02,7.3373520090e-03,4.7428966017e-02,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Dipsosaurus_dorsalis,1.0240585317e+01,2.5491877091e+03,3.0000000000e-01,4.6200000000e+00,5.9493773915e+01,8.2000000000e+01,2.3536909340e-02,3.0515000000e+02,False,1.0945233119e+02,3.6709373943e-01,5.3550554618e-02,1.7195239003e+01,1.0000000000e+00,1.0757020117e-01,1.4138081911e+05,4.3361681337e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
