species,ab/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwp/i,Wwi,Ri,T_typical,acceleration,weaning,foetus,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Manis_javanica,6.038107e-02,8.377833e-02,2.767984e+03,3.000000e-01,1.037037e-02,1.037037e-02,1.481481e-01,1.350000e+04,9.031845e-03,3.065500e+02,,True,,6.555068e+02,9.930200e-01,4.462300e-02,3.998890e+01,7.830650e+03,1.128000e-12,2.064171e-01,2.691131e-01,5.559000e+04
Manis_pentadactyla,1.198852e-01,1.525649e-01,1.694006e+03,3.000000e-01,1.485714e-02,1.485714e-02,2.857143e-01,7.000000e+03,9.031845e-03,3.065500e+02,,True,,4.298108e+03,9.952800e-01,2.673400e-02,6.311332e+02,7.855323e+03,7.092000e-12,5.812731e-02,2.718857e-01,4.969000e+04
Melanogrammus_aeglefinus,1.958894e-03,9.000000e-02,2.589034e+04,2.000000e-01,1.071429e-07,1.071429e-07,2.148810e-02,1.680000e+04,2.433340e+02,2.791500e+02,,False,,9.727085e+02,3.665800e-01,8.532500e-02,5.310450e+01,5.206856e+03,3.861000e-08,6.199849e-02,5.080769e-05,1.300000e+06
Menidia_extensa,5.479452e-03,3.388128e-01,9.979813e+02,2.000000e-01,6.626506e-05,6.626506e-05,1.506024e-01,3.320000e+00,4.509102e-01,2.968500e+02,,False,,1.543337e+01,9.946200e-01,4.707900e-02,3.062900e+01,5.223292e+03,2.713000e-08,3.789374e-02,8.606424e-03,1.837000e+01
Mercenaria_mercenaria,1.009923e-05,3.000000e-02,7.426307e+04,9.000000e-02,1.609756e-10,6.097561e-07,2.032520e-02,1.366667e+02,5.318929e+04,2.881500e+02,,False,,1.773398e+00,9.805000e-01,2.288400e-02,4.727100e+00,2.405338e+03,1.153000e-11,3.504246e-04,2.108815e-05,1.452000e+02
Merlangius_merlangus,1.484773e-03,3.727667e-02,1.780327e+04,2.000000e-01,3.868049e-08,8.239746e-07,7.106234e-03,5.695000e+03,3.716152e+03,2.841500e+02,,False,,2.425537e+02,5.696800e-01,5.662300e-02,4.739590e+01,5.205717e+03,8.046000e-09,8.736337e-03,5.163366e-04,1.010000e+05
Micropterus_dolomieu,5.268704e-04,7.692308e-02,6.004965e+03,2.000000e-01,7.074074e-08,7.074074e-08,3.240741e-02,5.400000e+03,9.135773e+01,2.981500e+02,,False,,2.095235e+02,9.979000e-01,1.411100e-02,1.875760e+01,5.222485e+03,9.992000e-10,9.998779e-01,1.278558e-06,6.408000e+02
Milnesium_tardigradum,7.777778e-03,3.444444e-02,9.000000e+02,7.000000e-02,8.003766e-03,8.003766e-03,8.229755e-02,5.310000e-05,1.375000e-01,2.931500e+02,,False,,1.426653e+00,9.305000e-01,5.628000e-03,4.013000e+01,1.806000e+03,3.425000e-08,7.424568e-01,2.224375e-01,3.561000e-04
Moina_micrura,1.686806e-01,4.186806e-01,3.796606e+00,1.700000e-01,1.280000e-01,1.280000e-01,3.733333e-01,2.205882e-05,3.409624e+00,2.981500e+02,,False,,2.665575e+02,7.263500e-01,2.808400e-02,1.056153e+04,4.450561e+03,3.270000e-03,1.000000e+00,1.261457e-01,2.073000e-02
Mysis_mixta,2.944444e-01,7.944444e-01,9.437832e+02,1.700000e-01,5.388601e-02,5.388601e-02,2.518135e-01,5.676471e-02,3.814435e-02,2.831500e+02,,False,,1.142064e+02,6.483000e-01,1.409000e-02,4.000000e+02,4.400000e+03,2.166000e-05,2.143577e-01,3.349504e-01,4.741000e+01
Mytilaster_minimus,3.013699e-04,5.016438e-02,3.650000e+03,9.000000e-02,7.290000e-07,5.144033e-03,3.000000e-02,5.000000e-01,1.400000e+03,2.931500e+02,,False,,1.272596e+00,8.678000e-01,4.576000e-02,1.928000e+01,2.348000e+03,1.011000e-10,3.458423e-04,1.542691e-01,2.401000e+00
Mytilopsis_sallei,3.726650e-04,4.471980e-02,4.684098e+02,9.000000e-02,3.541014e-07,8.556625e-07,3.443957e-02,3.194000e-01,9.024651e+01,3.001500e+02,,False,,7.146776e+00,9.991800e-01,8.286700e-02,4.944890e+01,2.348227e+03,3.164000e-08,9.066419e-03,9.300216e-04,2.315000e-02
Mytilus_californianus,1.369863e-04,5.013699e-02,8.630693e+03,9.000000e-02,7.290000e-10,8.925313e-10,3.250000e-03,1.000000e+02,2.780773e+04,2.911500e+02,,False,,1.078888e+01,9.804600e-01,2.132200e-02,4.844100e+00,2.348000e+03,1.845000e-09,1.223829e-01,1.656368e-06,1.586000e+01
Mytilus_edulis,1.155014e-05,2.109055e-02,2.041285e+04,9.000000e-02,2.158909e-10,2.158909e-10,5.120385e-04,1.246000e+02,2.424528e+03,2.911500e+02,,False,,1.106704e+01,9.964900e-01,6.099900e-02,2.646300e+00,2.348000e+03,4.282000e-09,6.361889e-01,6.529222e-07,5.578000e-01
Mytilus_trossulus,1.388889e-03,2.910714e-01,1.489681e+03,9.000000e-02,2.058824e-07,3.044118e-06,2.205882e-01,3.777778e+01,1.387142e+04,2.911500e+02,,False,,5.847327e+01,5.285400e-01,4.451700e-02,2.685330e+01,2.348000e+03,9.115000e-08,6.428667e-02,7.691911e-06,1.941000e+04
Nandinia_binotata,8.349641e-03,1.512068e-01,1.661346e+03,3.000000e-01,2.037037e-02,2.037037e-02,4.444444e-01,2.700000e+03,5.056141e-02,3.105500e+02,,True,,1.244018e+02,8.867900e-01,3.022600e-02,9.367900e+00,7.870535e+03,4.187000e-13,5.062500e-01,4.447252e-02,1.583000e+06
Natator_depressus,1.691762e-03,2.676056e-01,1.687048e+04,3.000000e-01,1.704150e-04,1.704150e-04,6.329114e-01,9.480000e+04,3.481089e-01,2.981500e+02,,False,,7.862490e+02,8.459400e-01,1.261900e-01,1.837570e+01,7.815625e+03,1.874000e-11,1.000000e+00,6.340058e-04,5.899000e+07
Necturus_maculosus,3.011107e-03,1.794817e-01,1.992623e+04,2.800000e-01,1.922737e-04,1.922737e-04,2.207506e-01,4.530000e+02,1.160280e-01,2.881500e+02,,False,,1.997983e+02,9.582600e-01,2.087300e-02,2.571020e+01,7.316246e+03,3.316000e-09,1.000000e+00,6.666667e-04,1.941000e+04
Neophocaena_phocaenoides,2.656704e-02,2.083852e-01,2.698880e+03,3.000000e-01,9.722222e-02,3.402778e-01,2.771453e-01,7.200000e+04,6.113647e-03,3.101500e+02,,True,,8.651021e+02,5.956000e-01,2.366900e-02,2.262380e+01,7.837537e+03,6.863000e-14,3.312038e-01,2.952271e-01,7.794000e+07
Odocoileus_virginianus,8.131178e-02,1.564027e-01,1.044636e+03,3.000000e-01,5.142857e-02,5.142857e-01,6.428571e-01,7.000000e+04,4.327389e-02,3.121500e+02,,True,,1.032618e+03,8.508100e-01,1.733300e-01,2.637650e+01,7.882228e+03,1.458000e-26,2.184971e-01,3.206343e-01,4.856000e+07
Oncorhynchus_clarkii_stomias,1.114782e-02,2.389305e-01,1.446289e+04,2.000000e-01,5.333333e-04,5.333333e-04,1.133333e-01,1.500000e+02,2.169931e-01,2.801500e+02,,False,,2.108516e+02,7.215000e-01,5.850000e-02,5.788790e+01,5.222900e+03,4.665000e-07,2.411276e-01,1.241562e-02,3.200000e+04
Oncorhynchus_mykiss,8.093513e-03,6.999391e-02,1.749147e+04,2.000000e-01,6.322411e-06,6.322411e-06,1.377953e-01,2.540000e+04,8.090469e+01,2.886500e+02,,False,,2.511589e+03,6.191600e-01,3.245300e-02,3.438835e+02,5.267556e+03,4.004000e-06,5.068493e-02,2.200721e-04,3.881000e+06
Onychogalea_fraenata,4.441694e-02,1.093976e-01,5.545119e+02,3.000000e-01,8.823529e-05,5.588235e-01,6.764706e-01,3.400000e+03,4.107396e-02,3.096500e+02,,True,,1.304245e+03,9.583000e-01,9.631000e-02,1.178000e+02,7.837000e+03,8.482000e-14,4.343481e-05,7.753153e-01,1.110000e+06
Ophiura_albida,3.652968e-04,1.003653e-01,1.435337e+04,9.000000e-02,5.422785e-07,2.386737e-06,8.055236e-03,9.655556e-01,9.536088e+01,2.831500e+02,,False,,5.863864e+00,9.000000e-01,4.825800e-02,9.983500e+00,2.358957e+03,5.110000e-09,1.297943e-01,2.545308e-04,2.483000e+00
Ophiura_ophiura,1.826484e-03,6.684932e-01,2.870674e+03,9.000000e-02,4.411946e-08,8.034857e-07,1.497987e-03,1.186778e+01,3.356703e+02,2.831500e+02,,False,,4.903733e+00,9.000000e-01,6.507700e-02,3.383700e+00,2.357606e+03,1.174000e-06,2.122703e-01,1.471052e-04,4.698000e+00
Oryctolagus_cuniculus_NZW,9.589043e-03,6.073060e-02,6.239328e+02,3.000000e-01,1.071333e-02,1.071333e-02,5.440000e-01,5.000000e+03,4.688005e-01,3.121500e+02,,True,,1.017491e+04,7.846300e-01,3.802500e-02,1.575563e+03,7.829315e+03,1.669000e-14,4.124644e-02,3.320106e-01,5.292000e+06
Oryzias_latipes,2.287613e-03,1.140742e-02,3.042667e+03,2.000000e-01,8.125000e-04,3.432813e-02,2.225000e-01,8.000000e-01,6.193875e+01,2.991500e+02,,False,,1.460752e+02,4.705100e-01,1.055600e-02,3.639773e+02,5.208755e+03,3.281000e-08,2.649246e-02,6.953180e-02,7.155000e+02
Ostorhinchus_doederleini,1.358696e-02,2.038043e-01,1.705625e+02,2.000000e-01,2.483660e-05,8.104575e-04,9.084967e-02,1.530000e+01,5.911142e+01,3.016500e+02,,False,,4.688620e+01,9.648000e-01,2.415200e-02,6.958070e+01,5.219525e+03,2.296000e-07,2.415804e-02,8.037807e-03,2.645000e+02
Pacifastacus_leniusculus,6.711981e-03,1.567120e-01,1.913783e+04,1.700000e-01,3.914989e-04,3.914989e-04,3.243848e-01,8.940000e+01,3.657678e-01,2.831500e+02,,False,,2.098752e+02,9.136200e-01,4.727000e-02,5.661740e+01,4.346036e+03,1.419000e-08,1.000000e+00,3.356602e-04,9.641000e+03
Pagellus_acarne,5.479452e-04,1.969764e-01,4.319810e+03,2.000000e-01,2.124997e-07,2.124997e-07,1.408730e-01,3.915300e+02,4.220092e+02,2.915500e+02,,False,,7.578178e+01,9.563400e-01,2.429600e-02,2.714350e+01,5.214894e+03,1.453000e-08,7.749847e-02,1.429448e-05,1.141000e+04
Pagurus_bernhardus,3.056518e-01,5.556518e-01,3.827565e+03,1.700000e-01,3.333333e-07,1.851852e-04,9.259259e-02,5.400000e+01,6.270305e-01,2.831500e+02,,False,,3.868353e+01,9.999000e-01,2.051500e-02,9.423950e+01,4.400000e+03,4.945000e-07,1.801115e-03,1.231591e-03,2.621000e+00
Palaemonetes_pugio,5.000000e-02,1.500000e-01,4.000000e+02,1.700000e-01,2.000000e-04,2.000000e-04,4.400000e-02,1.000000e+00,1.330000e+00,2.931500e+02,,False,,8.532516e+01,9.916700e-01,2.070600e-02,2.972055e+02,4.443076e+03,9.171000e-07,4.046397e-02,7.938871e-02,1.276000e+00
Pangasianodon_hypophthalmus,9.181047e-05,1.250918e-01,5.055722e+03,2.000000e-01,1.590909e-08,1.590909e-08,6.818182e-02,4.400000e+04,5.821956e+05,2.971500e+02,,False,,1.119505e+03,4.500000e-01,1.002800e-01,2.793160e+01,5.224092e+03,2.240000e-10,4.342530e-01,3.481352e-07,8.017000e+06
Paralithodes_camtschaticus,3.287671e-02,2.328767e-01,3.884917e+04,1.700000e-01,6.550000e-08,7.352941e-07,1.050000e-01,8.000000e+03,3.088869e+03,2.801500e+02,,False,,2.847218e+02,5.169100e-01,2.306100e-02,6.671300e+01,4.440415e+03,1.389000e-08,6.035023e-03,3.732900e-05,2.310000e+06
Pecten_maximus,1.728882e-04,5.017289e-02,1.384624e+04,9.000000e-02,5.200000e-09,1.500000e-07,5.000000e-02,2.222222e+02,3.033302e+04,2.861500e+02,,False,,5.820433e+01,8.865400e-01,3.021500e-02,4.905920e+01,2.372028e+03,9.121000e-09,1.186829e-02,6.620284e-06,3.234000e+03
Pedetes_capensis,1.095966e-02,4.443911e-02,1.330838e+03,3.000000e-01,7.428571e-02,3.714286e-01,7.142857e-01,3.500000e+03,5.410125e-02,3.126500e+02,,True,,6.828685e+02,8.441800e-01,3.462500e-02,5.824810e+01,7.831708e+03,5.740000e-15,3.934211e-01,1.509734e-01,2.517000e+06
Pelobates_fuscus,1.722191e-03,2.231508e-01,6.775828e+03,2.800000e-01,3.703704e-05,1.311765e-01,2.941176e-01,3.400000e+01,6.198505e+00,2.901500e+02,,False,,1.421622e+02,7.752100e-01,1.166700e-01,3.655120e+01,7.298707e+03,1.921000e-09,6.018429e-04,2.000826e-01,3.634000e+04
Pelobates_syriacus,5.479452e-04,2.138813e-01,7.259816e+03,2.800000e-01,1.916667e-05,3.251255e-02,3.333333e-01,1.200000e+02,1.239701e+01,2.901500e+02,,False,,1.651378e+02,8.423700e-01,3.103800e-01,2.882690e+01,7.308097e+03,9.366000e-10,3.827720e-03,1.041273e-02,7.414000e+04
Pelophylax_bedriagae,1.826484e-03,1.684932e-01,3.640523e+03,2.800000e-01,5.833333e-05,6.481481e-03,1.851852e-01,1.080000e+02,1.648115e+01,2.951500e+02,,False,,1.249999e+02,6.165300e-01,8.111200e-02,1.733460e+01,7.324523e+03,1.596000e-09,8.387458e-03,3.369387e-02,7.951000e+04
Pelophylax_nigromaculatus,1.112474e-03,2.011125e-01,7.191178e+03,2.800000e-01,5.338983e-05,5.932203e-03,1.694915e-01,1.180000e+02,1.042945e+01,2.902500e+02,,False,,2.808659e+02,6.956400e-01,7.506400e-02,5.021630e+01,7.301786e+03,3.116000e-09,7.981366e-03,1.719351e-02,9.364000e+04
Pelophylax_perezi,8.709367e-04,2.949886e-01,3.985246e+03,2.800000e-01,6.471495e-05,1.263482e-02,2.465331e-01,6.490000e+01,8.531469e+00,2.881500e+02,,False,,2.470745e+02,6.309000e-01,4.765600e-02,4.670820e+01,7.306681e+03,8.095000e-08,4.281996e-03,3.625354e-02,6.358000e+04
Pelophylax_porosus,8.460528e-04,2.865603e-01,4.102459e+03,2.800000e-01,6.720000e-05,3.200000e-02,3.120000e-01,6.250000e+01,8.531469e+00,2.881500e+02,,False,,3.210265e+02,6.616400e-01,4.679100e-02,6.841590e+01,7.316836e+03,7.317000e-08,1.717438e-03,5.637273e-02,8.199000e+04
Pelophylax_ridibundus,1.240941e-03,2.739682e-01,6.446721e+03,2.800000e-01,7.875000e-05,5.750000e-03,3.500000e-01,8.000000e+01,1.166252e+01,2.881500e+02,,False,,3.726137e+02,5.148400e-01,6.940400e-02,5.441860e+01,7.306298e+03,1.385000e-08,9.737721e-03,9.058315e-03,2.315000e+05
Pelophylax_saharicus,3.131115e-03,4.317025e-01,2.123638e+03,2.800000e-01,5.338983e-05,5.932203e-03,1.694915e-01,1.180000e+02,1.648115e+01,2.951500e+02,,False,,9.852606e+01,5.516900e-01,8.890500e-02,1.166860e+01,7.331416e+03,7.505000e-09,7.754131e-03,2.571797e-02,1.553000e+05
Perna_canaliculus,5.268014e-04,1.809637e-02,1.075477e+04,9.000000e-02,1.619729e-09,5.142857e-08,4.285714e-03,3.888889e+02,1.859639e+05,2.881500e+02,,False,,3.280993e+01,8.575600e-01,1.359100e-02,2.658900e+01,3.555621e+03,3.083000e-09,1.177692e-02,2.029275e-05,2.801000e+02
Petrogale_xanthopus,3.883817e-02,1.623542e-01,8.530952e+02,3.000000e-01,6.914286e-05,3.571429e-01,5.714286e-01,7.000000e+03,2.616355e-02,3.096500e+02,,True,,5.410522e+02,7.259000e-01,6.997000e-02,2.643000e+01,7.950000e+03,3.229000e-13,1.413828e-04,5.646483e-01,8.786000e+06
Phascolarctos_cinereus,3.516864e-02,1.351686e-01,1.117694e+03,3.000000e-01,6.024096e-05,2.409639e-01,7.228916e-01,8.300000e+03,1.342049e-02,3.091500e+02,,True,,1.740336e+03,7.407800e-01,1.060600e-01,1.030977e+02,7.807520e+03,2.979800e-18,6.338584e-05,2.054101e-01,3.004629e+07
Phataginus_tetradactyla,3.835616e-02,2.383562e-01,1.107194e+03,3.000000e-01,3.472222e-02,3.472222e-02,3.055556e-01,3.600000e+03,1.806369e-02,3.065500e+02,,True,,1.952666e+02,9.092400e-01,2.367100e-02,1.502880e+01,7.861418e+03,5.395000e-10,4.900200e-01,1.202592e-01,8.332000e+05
Phataginus_tricuspis,8.420307e-02,2.346140e-01,1.107194e+03,3.000000e-01,3.333333e-02,3.333333e-02,3.333333e-01,3.000000e+03,1.806369e-02,3.065500e+02,,True,,2.984032e+02,9.322400e-01,3.626400e-02,2.539490e+01,7.889443e+03,1.645000e-10,3.892149e-01,1.850090e-01,3.869000e+05
Phocoena_phocoena,9.040460e-02,3.570713e-01,1.104087e+03,3.000000e-01,1.545455e-01,2.138051e-01,6.727273e-01,5.500000e+04,9.135684e-03,3.101500e+02,,True,,6.802767e+02,6.029900e-01,2.393400e-02,1.850340e+01,7.846832e+03,5.598000e-11,4.885123e-01,3.835647e-01,4.539000e+07
Placopecten_magellanicus,3.944814e-04,5.000000e-02,1.727402e+04,9.000000e-02,3.000000e-09,2.000000e-08,1.000000e-02,5.555556e+02,7.217847e+04,2.801500e+02,,False,,6.220174e+02,5.902800e-01,7.445200e-03,3.304513e+02,2.361827e+03,2.715000e-08,8.803585e-02,6.648461e-07,1.007000e+03
Planorbis_planorbis,5.952381e-02,2.857143e-01,2.100000e+02,1.500000e-01,1.410747e-04,2.029520e-02,2.804428e-01,4.336000e-01,1.000000e+01,2.931500e+02,,False,,8.358020e+01,9.631000e-01,1.730000e-02,7.659000e+02,3.919000e+03,2.806000e-06,4.851351e-03,4.122563e-02,2.513000e+01
Pleurodeles_waltl,1.826484e-03,5.746400e-02,8.585018e+03,2.800000e-01,2.896774e-03,7.096774e-02,2.903226e-01,6.200000e+01,4.542798e-01,2.911500e+02,,False,,4.488707e+02,8.011700e-01,2.013800e-01,9.852650e+01,7.310536e+03,3.734000e-10,2.724769e-02,1.586436e-01,5.721000e+04
Podocnemis_unifilis,1.727179e-03,6.601289e-02,1.352032e+04,3.000000e-01,1.887931e-03,1.887931e-03,2.118966e-01,1.160000e+04,2.070957e-01,3.001500e+02,,False,,1.950802e+02,8.490600e-01,5.719300e-02,8.284600e+00,7.861023e+03,1.326000e-11,1.000000e+00,4.696970e-03,4.026000e+06
Pogona_barbata,1.414640e-02,1.209957e-01,2.181186e+03,3.000000e-01,3.913649e-03,3.913649e-03,7.896936e-02,7.180000e+02,4.133302e-01,3.081500e+02,,False,,3.261758e+03,9.306100e-01,5.011500e-02,7.449078e+02,7.847925e+03,1.527000e-09,5.386838e-01,8.766005e-03,7.107000e+04
Pollachius_virens,7.169252e-04,1.600000e-01,3.236293e+04,2.000000e-01,2.812500e-08,2.812500e-08,1.696875e-02,3.200000e+04,2.008471e+03,2.791500e+02,,False,,8.512399e+01,5.508400e-01,1.302700e-01,1.754460e+01,5.241081e+03,5.047000e-09,6.652835e-04,1.714625e-03,2.530000e+06
Pomacentrus_amboinensis,1.826484e-03,1.342466e-01,1.015032e+03,2.000000e-01,7.571802e-05,1.932115e-03,9.921671e-02,3.830000e+01,1.837183e+01,3.016500e+02,,False,,7.437422e+01,9.845300e-01,5.498100e-02,7.275800e+01,5.220324e+03,7.773000e-10,2.407339e-02,1.410350e-02,3.826000e+02
Pomacentrus_coelestis,2.500000e-02,3.062500e-01,7.415761e+01,2.000000e-01,2.710280e-04,6.915888e-03,9.813084e-02,1.070000e+01,1.837183e+01,3.016500e+02,,False,,1.101028e+02,9.715700e-01,4.850000e-02,1.700136e+02,5.226641e+03,1.363000e-06,2.344835e-02,4.769694e-02,1.993000e+02
Pomatoschistus_minutus,1.416809e-02,5.141681e-01,1.504008e+03,2.000000e-01,4.844406e-05,4.844406e-05,6.993007e-02,5.720000e+00,6.795176e+00,2.831500e+02,,False,,2.641486e+02,8.716900e-01,2.000000e-02,2.026899e+02,5.143157e+03,5.865000e-06,1.000000e+00,3.521119e-04,1.752000e+02
Pontoporia_blainvillei,1.489562e-01,3.156229e-01,1.689156e+03,3.000000e-01,1.756160e-01,1.756160e-01,1.000000e+00,3.200000e+04,6.216120e-03,3.103500e+02,,True,,7.662792e+02,9.400900e-01,3.829900e-02,3.363110e+01,7.831664e+03,5.728000e-14,1.537843e-01,2.672566e-01,7.910000e+06
Porcellio_scaber,2.333333e-02,2.900000e-01,1.500000e+03,1.700000e-01,4.796163e-03,4.796163e-03,5.995204e-01,8.340000e-02,2.600000e-01,2.931500e+02,,False,,3.471825e+01,8.443800e-01,2.356000e-02,7.529510e+01,4.437018e+03,2.087000e-08,1.000000e+00,2.985264e-03,9.433000e+01
Poroderma_africanum,5.468037e-02,5.500000e-01,5.283088e+03,2.000000e-01,3.305769e-03,3.305769e-03,4.923077e-01,5.200000e+03,6.795579e-02,2.911500e+02,,False,,4.784331e+02,6.564300e-01,2.788000e-02,3.085260e+01,5.221017e+03,3.257000e-08,1.000000e+00,3.737624e-03,3.232000e+06
Procambarus_virginalis,3.899480e-02,2.296360e-01,1.154000e+03,1.700000e-01,1.766667e-04,1.766667e-04,5.123333e-02,3.000000e+01,8.035714e+00,2.931500e+02,,False,,2.612714e+02,8.423800e-01,1.168600e-02,1.191478e+02,4.466290e+03,4.167000e-07,1.000000e+00,1.998312e-03,4.739000e+02
Procavia_capensis,1.251786e-01,2.435576e-01,9.896096e+02,3.000000e-01,1.645000e-01,1.645000e-01,7.075000e-01,4.000000e+03,3.031498e-02,3.100500e+02,,True,,5.753717e+02,4.183000e-01,1.265900e-02,2.946380e+01,7.825457e+03,1.302000e-10,5.958312e-01,3.495646e-01,5.627000e+06
Pseudemydura_umbrina,1.114737e-03,1.032055e-01,4.926038e+04,3.000000e-01,1.247002e-02,1.247002e-02,5.671463e-01,4.170000e+02,1.015015e-02,2.981500e+02,,False,,2.232984e+02,6.486200e-01,2.572300e-02,1.893600e+01,8.291128e+03,9.561000e-11,1.000000e+00,1.907810e-02,5.467000e+05
Pseudomys_novaehollandiae,2.878893e-02,5.995331e-02,6.276672e+02,3.000000e-01,2.352941e-01,2.352941e-01,8.588235e-01,1.700000e+01,1.529473e-01,3.106500e+02,,True,,2.882640e+03,7.625400e-01,1.703300e-02,2.552876e+03,7.842347e+03,3.486000e-11,1.359321e-01,2.186667e-01,1.050000e+05
Pseudophryne_bibronii,2.136986e-02,2.339726e-01,5.754712e+03,2.800000e-01,1.200000e-02,1.218000e-01,7.500000e-01,7.142857e-01,1.744223e-01,2.851500e+02,,False,,9.997110e+02,5.393100e-01,3.036800e-02,1.040778e+03,7.322521e+03,4.825000e-07,4.143519e-02,5.747957e-02,5.261000e+03
Pungitius_pungitius,4.295999e-03,2.997260e-01,1.825000e+03,2.000000e-01,6.170587e-04,6.170587e-04,1.250000e-01,4.465568e+00,2.191781e-01,2.931500e+02,,False,,3.187773e+01,9.500000e-01,1.305000e-01,1.874000e+01,5.200000e+03,8.666000e-09,1.000000e+00,4.233483e-03,1.786000e+02
Python_regius,2.633548e-03,4.595890e-02,7.725899e+03,3.000000e-01,3.909091e-02,3.909091e-02,3.636364e-01,2.200000e+03,2.588696e-02,3.001500e+02,,False,,5.609724e+02,8.521400e-01,4.643500e-02,3.970720e+01,7.820473e+03,5.265000e-11,1.000000e+00,7.481869e-02,7.446000e+05
Pyxicephalus_adspersus,1.155740e-04,9.848746e-04,1.642500e+04,2.800000e-01,1.193317e-05,7.756563e-03,3.579952e-02,8.380000e+02,1.731900e+01,2.981500e+02,,False,,2.685548e+03,9.935600e-01,6.513900e-02,5.229716e+02,7.327380e+03,7.218000e-11,1.612350e-02,8.424855e-03,4.844000e+02
Raja_montagui,1.816557e-02,2.167362e-01,1.805211e+04,2.000000e-01,1.901004e-03,1.901004e-03,3.816356e-01,2.788000e+03,7.644538e-02,2.851500e+02,,False,,6.966373e+02,7.596200e-01,5.405200e-02,5.809670e+01,5.221127e+03,1.209000e-08,1.000000e+00,2.124138e-03,1.305000e+06
Ramazzottius_oberhaeuseri,1.055556e-02,2.388889e-02,9.000000e+02,7.000000e-02,1.140655e-02,1.140655e-02,9.113680e-02,5.190000e-06,1.250000e-01,2.931500e+02,,False,,3.331137e+00,9.766000e-01,1.139000e-03,3.871000e+02,1.828000e+03,4.319000e-08,2.487717e-01,3.729994e-01,1.637000e-05
Rana_iberica,6.849315e-03,2.568493e-01,7.655130e+03,2.800000e-01,5.060241e-05,5.060241e-05,7.831325e-02,8.300000e+01,2.434968e-01,2.831500e+02,,False,,1.945486e+02,9.801000e-01,7.353800e-02,5.048240e+01,7.307608e+03,1.585000e-07,6.309932e-02,6.897638e-03,1.016000e+03
Rana_macrocnemis,4.981320e-03,3.686177e-01,1.052580e+04,2.800000e-01,1.050000e-04,1.050000e-04,1.750000e-01,4.000000e+01,2.434968e-01,2.831500e+02,,False,,9.021741e+01,9.223200e-01,9.481800e-02,2.660740e+01,7.310107e+03,3.918000e-08,2.938946e-03,1.383933e-01,5.527000e+03
Rana_muscosa,5.296720e-03,3.919572e-01,1.339648e+04,2.800000e-01,5.526316e-05,5.526316e-05,9.210526e-02,7.600000e+01,3.975664e-01,2.831500e+02,,False,,9.294508e+01,9.734200e-01,1.428400e-01,2.320040e+01,7.320794e+03,1.430000e-08,3.768701e-03,1.198113e-01,1.696000e+03
Rattus_norvegicus,6.348838e-03,1.274153e-02,1.472116e+03,3.000000e-01,8.536585e-03,8.536585e-03,1.851220e-01,8.200000e+02,4.478858e-01,3.101500e+02,,True,,4.414311e+03,9.712800e-01,3.051300e-02,1.288205e+03,7.841834e+03,7.781000e-20,8.390318e-02,1.603590e-01,2.061000e+04
Rattus_norvegicus_Wistar,5.325991e-02,7.968848e-02,3.136930e+02,3.000000e-01,1.763636e-02,1.446061e-01,3.727273e-01,3.300000e+02,1.027093e+00,3.101500e+02,,True,,9.335676e+03,9.480300e-01,2.901800e-02,4.643982e+03,7.843971e+03,1.112000e-09,3.279886e-02,2.552058e-01,4.130000e+04
Rhaebo_blombergi,4.806537e-04,8.815189e-02,5.504703e+03,2.800000e-01,8.810573e-07,4.317181e-03,7.180617e-01,1.135000e+03,1.553217e+02,3.001500e+02,,False,,3.172514e+02,6.541800e-01,2.795200e-02,2.928950e+01,7.310230e+03,1.422000e-10,1.822622e-04,3.034321e-03,2.564000e+06
Rhinogobius_brunneus,1.095890e-02,2.849315e-01,7.300000e+02,2.000000e-01,1.224490e-04,1.224490e-04,7.142857e-02,9.800000e+00,4.657534e+00,2.931500e+02,,False,,1.575057e+02,9.479800e-01,3.453900e-02,8.618810e+01,5.222672e+03,5.508000e-07,1.000000e+00,7.525066e-04,1.895000e+02
Rhodeus_amarus,9.863014e-03,2.000000e-01,2.100502e+03,2.000000e-01,2.317497e-04,2.317497e-04,1.158749e-01,8.630000e+00,3.237321e-01,2.931500e+02,,False,,4.700735e+01,9.035800e-01,2.974700e-02,3.774540e+01,5.218811e+03,4.050000e-08,1.948549e-01,7.243024e-03,5.662000e+02
Ruditapes_philippinarum,2.094242e-04,4.244614e-02,8.594417e+03,9.000000e-02,2.346939e-09,1.020408e-05,4.387755e-02,1.088889e+01,5.084831e+03,2.881500e+02,,False,,3.432868e+00,9.916600e-01,5.821200e-03,1.110790e+01,2.357883e+03,3.054000e-09,3.342282e-03,1.509285e-05,8.885000e+00
Salamandra_lanzai,1.458333e-01,3.958333e-01,4.700130e+04,2.800000e-01,6.250000e-03,7.500000e-02,4.000000e-01,2.000000e+01,8.753557e-04,2.791500e+02,,False,,2.763951e+02,9.836100e-01,8.550300e-02,1.153143e+02,7.266721e+03,2.702000e-08,7.660550e-02,7.565692e-02,2.017000e+03
