species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness,s_M,metamorphosis,weaning,foetus,genus
Jynx_torquilla,1.298804e+03,9.203400e-01,1.740300e-02,7.990782e+02,7.317984e+03,3.524000e-12,2.064000e+02,,2.366000e+03,5.721000e+03,3.270300e-02,9.500000e-01,8.000000e-01,7.498200e-02,Picidae,Piciformes,Aves,Chordata,Cfa Cfb Dfb Dwb Dwc,THp,0iTi 0iTh,Tnwfm Tntfm,Ml,biCii,Dg,O,4.082900e+00,,,7.426883e+00,1.411485e+01,4.359121e+02,,,,3.343983e+00,1.003195e+01,1.900000e+00,,,3.838000e+01,4.040000e+01,,,,,,1.949934e-01,,,,2.800000e-01,3.149500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Jynx
Kajikia_audax,2.434490e+02,9.721700e-01,2.292500e-02,3.549930e+01,5.192255e+03,8.383000e-09,2.241000e-02,1.051000e+01,,3.772000e+06,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Istiophoridae,Istiophoriformes,Actinopterygii,Chordata,MA MB,MP MI,0iMpe,Mp,Mo,bjPz jiCvf jiCic,D,O,4.847953e+00,,,,3.791792e+02,2.527861e+03,,,,,,5.230000e-04,,,5.500000e+04,4.400000e+05,,,,2.100000e+02,4.200000e+02,1.147215e+05,,,,2.000000e-01,2.971500e+02,1.000000e+00,,abj,2.500000e+00,7.753272e+00,True,False,False,Kajikia
Karalla_dussumieri,7.079238e+01,8.644500e-01,2.185500e-02,2.012380e+01,5.228234e+03,1.183000e-07,1.318000e-01,1.426000e-01,,4.881000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leiognathidae,Acanthuriformes,Actinopterygii,Chordata,MB,MPSW MIN,piMpe 0jFr,Fg,Mda,biPz,D,O,2.122706e+00,,,,,3.787851e+02,,,,,,2.700000e-04,,,7.400000e+00,5.280000e+01,,,,8.300000e+00,1.610000e+01,2.420966e+02,,,,2.000000e-01,3.014500e+02,1.000000e+00,,abj,2.300000e+00,1.026412e+00,True,False,False,Karalla
Katsuwonus_pelamis,1.146643e+04,9.216200e-01,2.744700e-02,3.184766e+03,7.854949e+03,6.185000e-09,7.042000e-03,1.137000e-01,,6.187000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Scombridae,Scombriformes,Actinopterygii,Chordata,MA MB,MC,0iMpe,Mp,Mo,biPz jiCvf,D,O,5.527226e-01,,,,,4.380000e+03,,,,,,5.240000e-04,,,2.495660e+03,3.450000e+04,,,,4.500000e+01,1.080000e+02,3.835616e+04,,,,3.000000e-01,2.931500e+02,1.000000e+00,,abj,2.500000e+00,2.478762e+00,True,False,False,Katsuwonus
Kinosternon_scorpioides,1.469261e+02,5.296700e-01,1.508700e-02,1.707080e+01,7.843840e+03,4.718000e-11,9.734000e+03,,,4.049000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Kinosternidae,Testudines,Reptilia,Chordata,Af Am,TN,0bTd biFp biFc,Tt,,biCi biSv,Dtmf,O,5.263986e+01,,,,,8.633692e+03,,,,,,2.971150e+00,,,1.820439e+02,2.250000e+02,2.600000e+00,,,1.025000e+01,1.100000e+01,5.695130e-02,,,,3.000000e-01,3.001500e+02,1.000000e+00,0.000000e+00,std,1.700000e+00,1.000000e+00,False,False,False,Kinosternon
Kinosternon_subrubrum,1.090448e+02,7.870800e-01,1.234700e-02,1.894510e+01,7.840313e+03,3.824000e-10,1.331000e+03,,,8.952000e+04,1.989000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Kinosternidae,Testudines,Reptilia,Chordata,Cfa Dfa,THn,0bTd biFp,Tt,,biCi biHl,Dtmf,O,4.125523e+01,,,,2.137016e+03,1.330642e+04,,,,,2.095761e+03,1.226872e+00,,,9.167499e+01,2.090000e+02,1.840000e+00,,,7.750000e+00,1.020000e+01,2.705461e-02,,,,3.000000e-01,2.941500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Kinosternon
Kogia_breviceps,1.490911e+03,7.395200e-01,4.147600e-02,2.612030e+01,7.809631e+03,6.928000e-11,2.888000e+07,,8.405000e+07,1.694000e+08,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Kogiidae,Cetartiodactyla,Mammalia,Chordata,MA MB MC,MC,0iMp,Mv,Ml,bxM xiCic xiCvf,Dg,O,8.159377e+01,,,1.704944e+02,3.038455e+02,1.689113e+03,8.159377e+01,,,8.890068e+01,2.222517e+02,5.300000e+04,,,5.516149e+05,8.281250e+05,1.200000e+02,,,2.620000e+02,3.000000e+02,1.124851e-02,,,,3.000000e-01,3.091500e+02,1.000000e+00,0.000000e+00,stx,2.500000e+00,1.000000e+00,False,True,True,Kogia
Kogia_sima,8.828673e+02,7.362500e-01,2.876300e-02,1.860140e+01,7.846530e+03,1.014000e-10,7.983000e+06,,2.329000e+07,9.278000e+07,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Kogiidae,Cetartiodactyla,Mammalia,Chordata,MA MB MC,MC,0iMp,Mv,Ml,bxM xiCic xiCvf,Dg,O,8.159377e+01,,,1.704944e+02,5.260972e+02,1.689113e+03,8.159377e+01,,,8.890068e+01,4.445034e+02,1.400000e+04,,,1.273303e+05,2.124403e+05,1.030000e+02,,,2.150000e+02,2.550000e+02,1.124851e-02,,,,3.000000e-01,3.091500e+02,1.000000e+00,0.000000e+00,stx,2.500000e+00,1.000000e+00,False,True,True,Kogia
Konosirus_punctatus,2.995159e+02,7.158500e-01,2.221300e-02,5.522290e+01,5.218777e+03,2.818000e-08,1.423000e+00,2.160000e+00,,3.694000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MB,MPW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,1.215608e+01,,,,,2.839661e+03,,,,,,2.800000e-03,,,3.430000e+01,3.430000e+02,,,,1.500000e+01,3.200000e+01,1.408619e+02,,,,2.000000e-01,2.934500e+02,1.000000e+00,,abj,2.500000e+00,1.146702e+00,True,False,False,Konosirus
Labeo_altivelis,1.811535e+01,9.980300e-01,1.883900e-02,3.993300e+00,5.257704e+03,3.265000e-09,1.044000e-02,3.458000e-01,,8.166000e+03,2.321500e-04,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Am,TPa,0iFr,Fg,Mp,biCi,D,O,5.812194e+00,,,,,1.591088e+03,,,,,,1.200000e-03,,,2.390000e+02,3.600000e+03,,,,2.700000e+01,4.900000e+01,3.250936e+03,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,2.500000e+00,3.197958e+00,True,False,False,Labeo
Labeo_calbasu,2.094903e+02,7.183900e-01,1.666400e-02,1.544560e+01,5.231780e+03,5.798000e-09,2.815000e-01,7.354000e-01,,7.251000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Am Cwa,TPi,0iFr,Fg,Mp,biCi,D,O,3.390446e+00,,,,,1.767876e+03,,,,,,5.236000e-04,,,1.050000e+03,8.700000e+03,,,,4.500000e+01,9.000000e+01,1.346249e+03,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,2.500000e+00,1.376748e+00,True,False,False,Labeo
Labeo_catla,8.762749e+01,9.283000e-01,3.937300e-03,2.316520e+01,5.262732e+03,9.326000e-09,3.552000e-02,5.646000e+00,,2.196000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Am Cwa,TPi,0iFr,Fg,Mp,biCi,D,O,9.686989e-01,,,,3.545438e+02,1.767876e+03,,,,,3.535751e+02,5.236000e-04,,,2.000000e+03,3.860000e+04,,,,6.780000e+01,1.820000e+02,2.036342e+04,,,,2.000000e-01,3.011500e+02,1.000000e+00,8.756180e+01,abj,2.500000e+00,5.398635e+00,True,False,False,Labeo
Labeo_coubie,1.138347e+02,9.894200e-01,2.037300e-02,1.900870e+01,5.228733e+03,2.904000e-09,1.331000e-02,1.418000e-01,,3.657000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,BWh,TPa,0iFr,Fg,Mp,biCi,D,O,1.937398e+00,,,,,1.767876e+03,,,,,,5.236000e-04,,,1.195000e+02,4.900000e+03,,,,2.200000e+01,7.500000e+01,6.900938e+02,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,2.500000e+00,2.197532e+00,True,False,False,Labeo
Labeo_niloticus,1.008648e+02,9.853000e-01,3.037300e-02,1.364370e+01,5.274229e+03,2.705000e-09,2.620000e-02,9.223000e-02,,5.866000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,BWh,TPa,0iFr,Fg,Mp,biCi,D,O,1.937398e+00,,,,,1.767876e+03,,,,,,5.236000e-04,,,1.140000e+02,2.300000e+03,,,,2.400000e+01,6.300000e+01,3.563599e+02,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,2.500000e+00,1.520550e+00,True,False,False,Labeo
Labeo_rohita,4.232324e+02,9.887500e-01,2.992300e-02,7.489280e+01,5.221249e+03,1.870000e-09,7.511000e-03,5.031000e-01,,2.810000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Am Cwa,TPi,0iFr,Fg,Mp,biCi,D,O,1.453048e+00,,,,,1.767876e+03,,,,,,5.236000e-04,,,1.100000e+03,4.500000e+04,,,,5.800000e+01,2.000000e+02,1.696952e+04,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,2.500000e+00,4.048232e+00,True,False,False,Labeo
Labeo_senegalensis,8.051480e+01,9.823100e-01,2.037800e-02,1.965030e+01,5.229194e+03,2.667000e-08,2.670000e-02,6.634000e-01,,3.326000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,A,TPa,0iFr,Fg,Mp,biCi,D,O,2.770259e+00,,,,,1.516717e+03,,,,,,5.236000e-04,,,5.580000e+01,3.000000e+03,,,,1.750000e+01,6.500000e+01,4.232828e+02,,,,2.000000e-01,2.971500e+02,1.000000e+00,,abj,2.500000e+00,2.911894e+00,True,False,False,Labeo
Labeobarbus_bynni,2.496073e+02,9.614200e-01,2.073100e-02,2.349150e+01,5.212910e+03,1.161000e-09,5.607000e-02,7.951000e-02,,1.142000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,BWh BSh,TPa,0iFr,Fg,,biCi,D,O,5.688562e+00,,,,,6.921084e+03,,,,,,1.000000e-03,,,1.505000e+02,5.400000e+03,,,,2.500000e+01,8.200000e+01,5.057012e+02,,,,2.000000e-01,2.961500e+02,1.000000e+00,,abj,2.500000e+00,1.123024e+00,True,False,False,Labeobarbus
Lacerta_schreiberi,1.156961e+02,8.052100e-01,4.477800e-02,3.108950e+01,7.830285e+03,3.211000e-10,1.064000e+03,,,2.713000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Lacertidae,Squamata,Reptilia,Chordata,BSk Cfb Cs,THp,0iTh 0iTf,Tt,,biCi,Dg,O,1.225540e+02,,,,3.995120e+02,1.123218e+03,,,,,2.769579e+02,7.700000e-01,,,1.740758e+01,3.020000e+01,2.900000e+00,,,8.200000e+00,1.310000e+01,1.923046e-01,,,,3.000000e-01,3.051500e+02,1.000000e+00,0.000000e+00,std,2.500000e+00,1.000000e+00,False,False,False,Lacerta
Lagenorhynchus_albirostris,1.368322e+03,4.528000e-01,2.557100e-02,1.800570e+01,7.848940e+03,1.572000e-13,3.989000e+07,,9.298000e+07,3.334000e+08,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MC,MAN,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,8.889541e+01,,,1.713629e+02,6.661677e+02,3.298699e+03,8.889541e+01,,,8.246747e+01,5.772723e+02,4.000000e+04,,,2.965950e+05,3.060000e+05,1.200000e+02,,,2.340000e+02,2.500000e+02,1.212599e-02,,,,3.000000e-01,3.100500e+02,1.000000e+00,0.000000e+00,stx,2.500000e+00,1.000000e+00,False,True,True,Lagenorhynchus
Lagopus_lagopus,9.420314e+03,9.936700e-01,1.906600e-02,4.726663e+03,7.316438e+03,1.285000e-11,1.618000e+01,,9.391000e+01,3.752000e+02,1.949300e-01,9.500000e-01,8.000000e-01,1.000000e-01,Phasianidae,Galliformes,Aves,Chordata,Df Dw,TH,0iTf,Tnsf,,bxCi biHs,Dg,O,5.181840e+00,,,6.765945e+00,9.934155e+00,4.336487e+02,,,,1.584105e+00,4.752315e+00,8.800000e+00,,,5.662000e+02,5.960000e+02,,,,,,1.245248e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lagopus
Lagopus_leucura,4.981939e+03,9.826600e-01,2.024500e-02,2.362604e+03,7.321128e+03,1.309000e-12,1.344000e+02,,3.685000e+02,1.042000e+03,9.678300e-02,9.500000e-01,8.000000e-01,2.000000e-01,Phasianidae,Galliformes,Aves,Chordata,Dfb,THn,0iTi,Tnsf,,bxCi biHs,Dg,O,4.695335e+00,,,5.883413e+00,8.259571e+00,7.227479e+02,,,,1.188079e+00,3.564236e+00,1.290000e+01,,,3.334500e+02,3.510000e+02,,,,,,1.245248e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lagopus
Lagopus_muta,4.510547e+03,9.776800e-01,3.148100e-02,1.539222e+03,7.321901e+03,3.110000e-12,2.632000e+02,,8.048000e+02,8.159000e+03,6.308400e-02,9.500000e-01,8.000000e-01,2.000000e-01,Phasianidae,Galliformes,Aves,Chordata,Dfc Dwb ET,TH,0iTi,Tnsf,,bxCi biHs,Dg,O,5.477946e+00,,,6.402007e+00,1.353048e+01,5.637433e+02,,,,9.240612e-01,8.052533e+00,1.250000e+01,,,4.849750e+02,5.105000e+02,,,,,,1.452789e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lagopus
Lagorchestes_conspicillatus,7.112773e+02,7.674100e-01,3.297100e-02,5.267620e+01,7.832637e+03,4.655900e-11,3.729591e+02,,1.088825e+06,2.738171e+06,2.000000e-03,9.500000e-01,3.710000e-01,1.000000e-01,Macropodidae,Diprotodontia,Mammalia,Chordata,Aw BSk,TA,0iTa 0iTi 0iTs 0iTh,Tv,,bxM xiHl,Dg,O,2.312435e+01,,,6.497407e+01,9.722898e+01,6.557137e+02,6.124350e+00,,,4.184972e+01,7.410463e+01,5.670000e-01,,9.500000e+02,1.900000e+03,4.400000e+03,,,,,,3.201620e-02,,,,3.000000e-01,3.091500e+02,1.000000e+00,1.700000e+01,stx,2.100000e+00,1.000000e+00,False,True,True,Lagorchestes
Lagorchestes_hirsutus,6.016192e+02,7.565600e-01,1.607700e-01,4.654950e+01,7.830911e+03,2.361000e-17,1.012000e+03,,1.458000e+06,4.790000e+06,2.000000e-03,9.500000e-01,3.710000e-01,3.474000e-01,Macropodidae,Diprotodontia,Mammalia,Chordata,BWh,TA,0iTa 0iTi 0iTs 0iTh,Tv,,bxM xiHl,Dg,O,3.317742e+01,,,6.239301e+01,9.745171e+01,9.384047e+02,5.843118e+00,,,2.921559e+01,6.427430e+01,6.000000e-01,,5.000000e+02,1.300000e+03,1.310000e+03,,,,,,4.107396e-02,,,,3.000000e-01,3.096500e+02,1.000000e+00,2.733430e+01,stx,1.500000e+00,1.000000e+00,False,True,True,Lagorchestes
Lagostrophus_fasciatus,4.136164e+02,8.996800e-01,4.265400e-02,3.830390e+01,7.829092e+03,5.074700e-11,1.137972e+02,,5.562034e+05,7.189474e+05,2.023100e-03,9.500000e-01,8.000000e-01,1.000000e-01,Macropodidae,Diprotodontia,Mammalia,Chordata,BSk,TA,0iTa 0iTh,Tv,,bxM xiHl,Dg,O,2.062842e+01,,,7.321648e+01,9.171969e+01,4.763115e+02,4.479724e+00,,,5.258806e+01,7.109127e+01,3.000000e-01,,9.000000e+02,1.000000e+03,2.100000e+03,,,,,,1.406643e-02,,,,3.000000e-01,3.096500e+02,1.000000e+00,1.614870e+01,stx,2.100000e+00,1.000000e+00,False,True,True,Lagostrophus
Lamna_ditropis,3.320786e+03,6.389900e-01,5.320400e-02,8.359560e+01,5.231507e+03,3.474000e-08,2.461000e+06,,,1.552000e+08,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Lamnidae,Lamniformes,Chondrichthyes,Chordata,MC,MPN,0iMp,Mv,Mo,biCvf,D,O,4.017432e+02,,,,,2.501881e+04,,,,,,5.420000e+03,,,1.240000e+05,2.384000e+05,6.250000e+01,,,1.750000e+02,2.170000e+02,2.158376e-03,,,,2.000000e-01,2.828500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lamna
Lamna_nasus,1.969756e+03,8.694100e-01,6.286200e-02,3.974280e+01,5.220565e+03,4.231000e-09,5.175000e+05,,,2.916000e+07,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Lamnidae,Lamniformes,Chondrichthyes,Chordata,MC,MC,0iMp,Mv,Mo,biCic biCvf,D,O,1.852851e+02,,,,,3.133936e+04,,,,,,3.530000e+03,,,1.100000e+05,6.171000e+05,6.160000e+01,,,1.850000e+02,3.210000e+02,5.807393e-03,,,,2.000000e-01,2.860500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lamna
Lampetra_planeri,2.412609e+02,4.413000e-01,2.763000e-01,5.015000e+01,3.235000e+03,2.545000e-08,1.272000e+02,,,2.406000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Cf,THp,0iFc,Ft,Mp,biD,D,Os,3.322883e+01,,,,5.629913e+03,8.189317e+03,,,,,,4.160000e-02,,,3.040000e+00,1.136000e+01,2.500000e+00,,,1.250000e+01,2.000000e+01,5.860741e-01,,,1.500000e+03,1.250000e-01,2.831500e+02,1.000000e+00,,std,2.100000e+00,1.000000e+00,False,False,False,Lampetra
Lampornis_clemenciae,8.789830e+02,7.205800e-01,2.744100e-02,5.460622e+02,7.351079e+03,3.373000e-12,1.438000e+03,,7.374000e+03,1.483000e+04,2.019900e-02,9.500000e-01,8.000000e-01,1.000000e-01,Trochilidae,Apodiformes,Aves,Chordata,Am Cwa,TN,0iTf,Tnpf,TT,biCi xiHn,Dg,O,3.674610e+00,,,7.868095e+00,1.625507e+01,7.346986e+02,,,,4.193485e+00,1.258046e+01,1.400000e+00,,,9.025000e+00,9.500000e+00,,,,,,6.533291e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lampornis
Lampsilis_teres,5.105839e+01,9.893300e-01,2.292100e-02,2.285890e+01,2.351937e+03,7.328000e-09,3.034000e-06,1.556000e-05,,1.487000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Unionidae,Unionoida,Bivalvia,Mollusca,Cfb Dfb,THn,0iFr 0iFp,Fbb,,bjTvf jiPp,D,O,1.458659e+01,,,,,6.775828e+03,,,,,,2.999385e-07,1.012292e-06,,8.098339e+00,1.143000e+02,2.000000e-02,3.000000e-02,,6.000000e+00,1.450000e+01,9.569733e+03,,,,9.000000e-02,2.901500e+02,1.000000e+00,,abj,2.500000e+00,1.723769e+00,True,False,False,Lampsilis
Lanio_versicolor,9.226837e+02,9.838200e-01,3.432900e-02,5.785931e+02,7.349392e+03,3.608000e-12,8.892000e+01,,3.851000e+02,1.010000e+03,2.352500e-02,9.500000e-01,8.000000e-01,1.000000e-01,Thraupidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biCi,Dg,O,3.062175e+00,,,4.399955e+00,7.075514e+00,3.995097e+02,,,,1.337780e+00,4.013339e+00,2.000000e+00,,,1.900000e+01,2.000000e+01,,,,,,4.505523e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lanio
Lanius_collaris,9.960032e+02,9.513400e-01,5.573700e-02,4.203805e+02,7.337267e+03,1.891000e-13,8.443000e+02,,4.699000e+03,1.141000e+04,1.659600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laniidae,Passeriformes,Aves,Chordata,A BWh BSh Cwa Cwb,TPa,0iTd 0iTa,Tnpf,,biO,Dg,O,2.858030e+00,,,4.682275e+00,8.330765e+00,4.483386e+02,,,,1.824245e+00,5.472735e+00,5.000000e+00,,,4.085000e+01,4.300000e+01,,,,,,7.884665e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.100000e+00,1.000000e+00,False,False,False,Lanius
Lanius_excubitor,3.668578e+02,8.848500e-01,7.725000e-02,1.280024e+02,7.314541e+03,8.850000e-15,2.817000e+03,,1.537000e+04,3.850000e+04,5.301700e-03,9.500000e-01,8.000000e-01,1.000000e-01,Laniidae,Passeriformes,Aves,Chordata,BSk Csa Cfb Dsa Dfb,THp TPi,0iTd 0iTa,Tnpf,Ms,biO,Dg,O,2.858030e+00,,,5.898438e+00,1.197925e+01,5.326795e+02,,,,3.040408e+00,9.121225e+00,4.000000e+00,,,2.698000e+01,2.840000e+01,,,,,,1.126381e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.400000e+00,1.000000e+00,False,False,False,Lanius
Lanius_senator,1.046572e+03,9.551600e-01,3.920000e-02,5.220346e+02,7.324695e+03,1.176000e-11,4.335000e+02,,2.093000e+03,5.493000e+03,2.130500e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laniidae,Passeriformes,Aves,Chordata,BSk Csa,THp,0iTh,Tnpf,Ml,biCi biCva biCvb,Dg,O,3.205076e+00,,,4.786089e+00,7.948113e+00,2.530228e+02,,,,1.581012e+00,4.743037e+00,3.500000e+00,,,3.420000e+01,3.600000e+01,,,,,,1.103853e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Lanius
Lanius_tephronotus,1.244659e+03,9.196100e-01,3.740100e-02,5.731028e+02,7.321087e+03,7.592000e-13,6.513000e+02,,4.613000e+03,1.262000e+04,2.344200e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laniidae,Passeriformes,Aves,Chordata,Aw Cwa Cwb Cfa,THp,0iTd 0iTa,Tnpf,,biO,Dg,O,2.960102e+00,,,4.905964e+00,8.797686e+00,4.483386e+02,,,,1.945861e+00,5.837584e+00,3.600000e+00,,,4.607500e+01,4.850000e+01,,,,,,2.207706e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.600000e+00,1.000000e+00,False,False,False,Lanius
Larimichthys_polyactis,6.177799e+02,5.598600e-01,3.463500e-02,5.667310e+01,5.217896e+03,5.773000e-09,9.367000e-01,9.368000e-01,,6.211000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MPW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,6.764085e+00,,,,4.202366e+02,1.388441e+04,,,,,4.134726e+02,1.200000e-03,,,5.419400e+00,1.011200e+03,4.600000e-01,,,7.000000e+00,4.000000e+01,3.478722e+02,,1.200000e-01,,2.000000e-01,2.911500e+02,1.000000e+00,,abj,2.700000e+00,1.000035e+00,True,False,False,Larimichthys
Larus_argentatus,2.457255e+03,9.401800e-01,4.444200e-02,4.819874e+02,7.314403e+03,1.155000e-13,6.926000e+03,,5.699000e+04,1.350000e+05,2.019900e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laridae,Charadriiformes,Aves,Chordata,Cfb Dfb Dfc,THp,0iFe 0iMm biMc,Tnsfm,Ms,biCvf biCi biSi biSv,Dg,O,5.920205e+00,,,1.078095e+01,2.050244e+01,2.318251e+03,,,,4.860745e+00,1.458223e+01,6.750000e+01,,,9.642500e+02,1.015000e+03,,,,,5.950000e+01,6.340987e-02,,,,2.800000e-01,3.140500e+02,1.000000e+00,,std,2.900000e+00,1.000000e+00,False,False,False,Larus
Larus_californicus,2.075554e+03,9.025600e-01,5.358300e-02,3.969891e+02,7.304677e+03,4.439000e-15,1.134000e+04,,1.149000e+05,2.458000e+05,1.621200e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laridae,Charadriiformes,Aves,Chordata,BS Dfb Dfc,THn,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.103625e+00,,,1.028842e+01,2.065801e+01,1.419337e+03,,,,5.184794e+00,1.555438e+01,5.100000e+01,,,6.745000e+02,7.100000e+02,,,,,,6.340987e-02,,,,2.800000e-01,3.140500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Larus
Larus_crassirostris,2.144066e+03,9.512200e-01,4.720000e-02,5.034009e+02,7.324885e+03,2.438000e-15,4.683000e+03,,3.006000e+04,6.818000e+04,2.054400e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laridae,Charadriiformes,Aves,Chordata,Cfa,THp,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.103625e+00,,,8.992221e+00,1.676941e+01,1.504498e+03,,,,3.888596e+00,1.166579e+01,4.830000e+01,,,4.959000e+02,5.220000e+02,,,,,,4.227325e-02,,,,2.800000e-01,3.140500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Larus
Larus_delawarensis,1.810555e+03,9.080900e-01,5.479500e-02,3.766142e+02,7.330682e+03,1.309000e-15,8.767000e+03,,8.953000e+04,1.801000e+05,1.550700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laridae,Charadriiformes,Aves,Chordata,BS Cfa Dfa Dfb Dfc,THn,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,4.287045e+00,,,9.471839e+00,1.984143e+01,1.504498e+03,,,,5.184794e+00,1.555438e+01,3.850000e+01,,,4.474500e+02,4.710000e+02,,,,,,6.340987e-02,,,,2.800000e-01,3.140500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Larus
Larus_dominicanus,3.320001e+03,9.287000e-01,2.754800e-02,8.899396e+02,7.272737e+03,4.483000e-14,2.725000e+03,,3.156000e+04,5.969000e+04,4.329700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Laridae,Charadriiformes,Aves,Chordata,MB MC,MAS MPSE,0iMm biMc,Tnsfm,Ms,biCvf biCi biSi biSv,Dg,O,5.511915e+00,,,1.328911e+01,2.884349e+01,1.419337e+03,,,,7.777191e+00,2.333157e+01,6.300000e+01,,,7.885000e+02,8.300000e+02,,,,,,4.227325e-02,,,,2.800000e-01,3.140500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Larus
