Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness
Lagenorhynchus_albirostris,1368.32185733216,0.4528,0.025571,18.0057,7848.9397,1.572e-13,39890000,NaN,92980000,333400000,0.002,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MC,MAN,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,3298.69882282379,88.8954145095903,NaN,NaN,82.4674705705947,577.272293994163,40000,NaN,NaN,NaN,306000,120,NaN,NaN,234,250,0.0121259933532698,NaN,NaN,NaN,0.3,310.05,1,0,stx,2.5
Lagenorhynchus_obscurus,525.47106358146,0.83452,0.01768,17.7809,7848.2595,5.144e-14,2405000,NaN,8798000,59050000,0.00066849,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MC,MPS,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,3793.50364624735,88.8954145095903,NaN,NaN,82.6934088461306,577.272293994163,5000,NaN,NaN,NaN,80000,70,NaN,NaN,NaN,175,0.00507392820582765,NaN,NaN,NaN,0.3,310.05,1,0,stx,2.5
Lagocephalus_sceleratus,235.462347050721,0.81308,0.015759,14.3422,5234.3058,2.97e-08,0.03972,NaN,NaN,315100,0.002,0.95,0.8,0.1,Tetraodontidae,Tetraodontiformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMr,Mp,,jiCie,D,O,NaN,NaN,NaN,NaN,NaN,1316.52463610373,NaN,NaN,NaN,NaN,NaN,0.00014,NaN,NaN,NaN,9700,NaN,NaN,NaN,43.3,110,NaN,NaN,0.11,NaN,0.2,300.45,1,NaN,std,2.5
Lagodon_rhomboides,105.785584055556,0.9,0.020347,20.7581,5226.6414,5.415e-08,0.1653,0.7593,NaN,11670,0.002,0.95,0.8,0.1,Sparidae,Spariformes,Actinopterygii,Chordata,MB Cfa,MAW MAg THn,0jMp jiMd jiFe,Mp,,jiCi,D,O,NaN,NaN,NaN,NaN,NaN,3266.60956921377,NaN,NaN,NaN,NaN,NaN,0.00055,NaN,NaN,34.4,1020,NaN,NaN,NaN,13.1,40,220.412015805517,NaN,NaN,NaN,0.2,291.15,1,NaN,abj,2.5
Lagopus_lagopus,9420.31379347268,0.99367,0.019066,4726.6629,7316.4378,1.285e-11,16.18,NaN,93.91,375.2,0.19493,0.95,0.8,0.1,Phasianidae,Galliformes,Aves,Chordata,Df Dw,TH,0iTf,Tnsf,,bxCi biHs,Dg,O,5.1818403586761,NaN,NaN,NaN,NaN,433.648711294786,NaN,NaN,NaN,1.58410488144214,4.75231464432643,8.8,NaN,NaN,NaN,596,NaN,NaN,NaN,NaN,NaN,0.124524756083714,NaN,NaN,NaN,0.28,313.85,1,NaN,std,2.5
Lagopus_leucura,4981.93919568315,0.98266,0.020245,2362.6043,7321.1285,1.309e-12,134.4,NaN,368.5,1042,0.096783,0.95,0.8,0.2,Phasianidae,Galliformes,Aves,Chordata,Dfb,THn,0iTi,Tnsf,,bxCi biHs,Dg,O,4.69533479517804,NaN,NaN,NaN,NaN,722.747852157977,NaN,NaN,NaN,1.18807866108161,3.56423598324482,12.9,NaN,NaN,NaN,351,NaN,NaN,NaN,NaN,NaN,0.124524756083714,NaN,NaN,NaN,0.28,313.85,1,NaN,std,2.5
Lagopus_muta,4510.54730535554,0.97768,0.031481,1539.2223,7321.9011,3.11e-12,263.2,NaN,804.8,8159,0.063084,0.95,0.8,0.2,Phasianidae,Galliformes,Aves,Chordata,Dfc Dwb ET,TH,0iTi,Tnsf,,bxCi biHs,Dg,O,5.47794552202901,NaN,NaN,NaN,NaN,563.743324683222,NaN,NaN,NaN,0.92406118084125,8.05253314733089,12.5,NaN,NaN,NaN,510.5,NaN,NaN,NaN,NaN,NaN,0.145278882097666,NaN,NaN,NaN,0.28,313.85,1,NaN,std,2.5
Lagorchestes_conspicillatus,711.277308922219,0.76741,0.032971,52.6762,7832.6366,4.6559e-11,372.9591,NaN,1088824.8018,2738171.3757,0.002,0.95,0.371,0.1,Macropodidae,Diprotodontia,Mammalia,Chordata,Aw BSk,TA,0iTa 0iTi 0iTs 0iTh,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,655.713711396168,6.12434973284092,NaN,NaN,41.849723174413,74.1046317673752,0.567,NaN,950,1900,4400,NaN,NaN,NaN,NaN,NaN,0.0320162041565176,NaN,NaN,NaN,0.3,309.15,1,17,stx,2.1
Lagorchestes_hirsutus,601.619185523951,0.75656,0.16077,46.5495,7830.9113,2.361e-17,1012,NaN,1458000,4790000,0.002,0.95,0.371,0.3474,Macropodidae,Diprotodontia,Mammalia,Chordata,BWh,TA,0iTa 0iTi 0iTs 0iTh,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,938.404734352524,5.84311789758732,NaN,NaN,29.2155894879366,64.2742968734606,0.6,NaN,500,1300,1310,NaN,NaN,NaN,NaN,NaN,0.0410739615743674,NaN,NaN,NaN,0.3,309.65,1,27.3343,stx,1.5
Lagostomus_maximus,3590.43443361991,0.95729,0.016761,593.6452,7838.0881,2.438e-10,12790,NaN,69500,671300,0.002,0.95,0.8,0.1,Chinchillidae,Rodentia,Mammalia,Chordata,Aw Cfa,TN,0iTh 0iTg,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,898.09397821651,35.0853558207363,NaN,NaN,12.3026572358426,58.7793623490258,200,NaN,652.2,NaN,6000,NaN,NaN,NaN,NaN,NaN,0.0432916832124966,NaN,NaN,NaN,0.3,309.95,1,80.2948,stx,2.5
Lagostrophus_fasciatus,413.616384158812,0.89968,0.042654,38.3039,7829.0918,5.0747e-11,113.7972,NaN,556203.4117,718947.4247,0.0020231,0.95,0.8,0.1,Macropodidae,Diprotodontia,Mammalia,Chordata,BSk,TA,0iTa 0iTh,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,476.31149395166,4.47972372148361,NaN,NaN,52.5880610782859,71.0912677539791,0.3,NaN,900,1000,2100,NaN,NaN,NaN,NaN,NaN,0.0140664251967012,NaN,NaN,NaN,0.3,309.65,1,16.1487,stx,2.1
Lagothrix_lagothricha,451.382525706852,0.72257,0.019788,26.738,7839.6166,5.539e-12,264500,NaN,1884000,8772000,0.002,0.95,0.8,0.1,Atelidae,Primates,Mammalia,Chordata,Af,TN,0iTf,Tv,,bxM xiHl xiHs,Dg,O,NaN,NaN,NaN,NaN,NaN,2844.82165978604,54.3146601140656,NaN,NaN,85.7343513908121,622.304738078196,300,NaN,NaN,NaN,7650,NaN,NaN,NaN,NaN,NaN,0.00562425414083896,NaN,NaN,NaN,0.3,309.15,1,67.8325,stx,2.5
Lagurus_lagurus,1304.26014193999,0.91588,0.023527,908.8145,7845.2909,5.698e-10,334.7,NaN,3540,8352,0.002,0.95,0.8,0.1,Cricetidae,Rodentia,Mammalia,Chordata,Dfb,THp,0iTa 0iTs,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,290.82565773398,4.19359275751953,NaN,NaN,4.40327239539551,7.96782623928711,1.35,NaN,5.8,NaN,20.3,NaN,NaN,NaN,NaN,NaN,0.293990566947183,NaN,NaN,NaN,0.3,310.95,1,5.7529,stx,2.1
Lama_glama,980.517152114713,0.8299,0.13781,19.7926,7851.8325,6.319e-31,9171000,NaN,24100000,106300000,0.002,0.95,0.8,0.1,Camelidae,Cetartiodactyla,Mammalia,Chordata,BWk Cfa,TN,0iTs 0iTg 0iTh,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,2122.31244570244,66.3945686194061,NaN,NaN,24.545870822932,160.956529986439,11000,NaN,NaN,NaN,140000,NaN,NaN,NaN,NaN,NaN,0.0136172221288721,NaN,NaN,NaN,0.3,311.45,1,251.5307,stx,2.5
Lama_glama_guanicoe,892.937609332372,0.95667,0.097001,22.5552,7830.9663,2.66e-28,1890000,NaN,10470000,10980000,0.002,0.95,0.8,0.1,Camelidae,Cetartiodactyla,Mammalia,Chordata,BWk Cfa,TN,0iTs 0iTg 0iTh,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,2536.86319419818,69.0906198980847,NaN,NaN,71.1530264622066,75.2778395904505,11500,NaN,NaN,NaN,127500,NaN,NaN,NaN,NaN,NaN,0.0066420609666836,NaN,NaN,NaN,0.3,311.15,1,228.2268,stx,2.5
Lamellidens_marginalis,92.8394747142857,0.98,0.019176,27.6157,2358.9174,9.634e-10,0.0001015,0.0001016,NaN,179.6,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Am,THp,0jFp jiFr jiFl,Fbb,,bjTvf jiPp,D Hh,O,NaN,NaN,NaN,NaN,NaN,9125,NaN,NaN,NaN,NaN,NaN,7e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10.5,1232.87671232877,NaN,NaN,NaN,0.09,293.15,1,NaN,abj,2.4
Lamna_ditropis,3320.78579101394,0.63899,0.053204,83.5956,5231.5073,3.474e-08,2461000,NaN,NaN,155200000,0.002,0.95,0.8,0.1,Lamnidae,Lamniformes,Chondrichthyes,Chordata,MC,MPN,0iMp,Mv,Mo,biCvf,D,O,401.743204552845,NaN,NaN,NaN,NaN,25018.814493522,NaN,NaN,NaN,NaN,NaN,5420,NaN,NaN,124000,238400,62.5,NaN,NaN,175,217,0.00215837565021244,NaN,NaN,NaN,0.2,282.85,1,NaN,std,2.5
Lamna_nasus,1969.75558201539,0.86941,0.062862,39.7428,5220.5648,4.231e-09,517500,NaN,NaN,29160000,0.002,0.95,0.8,0.1,Lamnidae,Lamniformes,Chondrichthyes,Chordata,MC,MC,0iMp,Mv,Mo,biCic biCvf,D,O,185.285081988531,NaN,NaN,NaN,NaN,31339.3633928657,NaN,NaN,NaN,NaN,NaN,3530,NaN,NaN,110000,617100,61.6,NaN,NaN,185,321,0.00580739301301288,NaN,NaN,NaN,0.2,286.05,1,NaN,std,2.5
Lampanyctodes_hectoris,376.590349431573,0.92536,0.029086,1048.0651,5191.4745,6.476e-08,0.0249,0.5144,NaN,86.54,0.002,0.99,0.8,0.1,Myctophidae,Myctophiformes,Actinopterygii,Chordata,MC,MAS MPS MIS,0jMpe jiMp,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,1302.33229570883,NaN,NaN,NaN,NaN,NaN,0.000195,NaN,NaN,0.28,2.5,NaN,NaN,NaN,3.6,7.3,41.4640719407247,NaN,NaN,NaN,0.2,291.15,1,NaN,abj,2.5
Lampanyctus_crocodilus,74.3863154666667,0.9,0.02569,19.3748,5228.3599,4.224e-07,0.005003,0.0149,NaN,16130,0.002,0.95,0.8,0.1,Myctophidae,Myctophiformes,Actinopterygii,Chordata,MB MC,MA MAm,0jMpe jiMp,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,9739.1278220643,NaN,NaN,NaN,NaN,NaN,1.4e-05,NaN,NaN,33.1,201,NaN,NaN,NaN,17,30,332.678660676337,NaN,NaN,NaN,0.2,281.05,1,NaN,abj,2.3
Lampanyctus_regalis,106.946437866667,0.9,0.02569,90.7351,5217.577,2.124e-06,0.004356,0.1875,NaN,18460,0.002,0.95,0.8,0.1,Myctophidae,Myctophiformes,Actinopterygii,Chordata,MC,MPN,0jMpe jiMp,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,10981.7198579314,NaN,NaN,NaN,NaN,NaN,1.4e-05,NaN,NaN,26,95,NaN,NaN,NaN,14,21,245.863128447041,NaN,NaN,NaN,0.2,275.55,1,NaN,abj,2.3
Lampanyctus_ritteri,60.6490093,0.9,0.02569,58.4694,5217.7695,4.793e-07,0.005443,0.1137,NaN,3533,0.002,0.95,0.8,0.1,Myctophidae,Myctophiformes,Actinopterygii,Chordata,MC,MPNE,0jMpe jiMp,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,6999.56112199251,NaN,NaN,NaN,NaN,NaN,1.4e-05,NaN,NaN,6.8,25.5,NaN,NaN,NaN,8,12,124.293507098106,NaN,NaN,NaN,0.2,280.25,1,NaN,abj,2.3
Lampetra_aepyptera,32.8092048085357,0.69543,0.019006,13.8871,3270.3824,1.658e-07,0.4672,NaN,NaN,283.5,0.002,0.95,0.8,0.1,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Cfa,THn,0iFc,Ft,Mp,biD,Dt,Os,NaN,NaN,NaN,NaN,NaN,5164.4763413336,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,0.26,7,NaN,NaN,NaN,6,18,NaN,NaN,NaN,5900,0.125,287.15,1,NaN,std,2.5
Lampetra_fluviatilis,104.305610768184,0.85214,0.017801,21.8182,3265.2018,1.15e-06,0.05572,NaN,NaN,30860,0.002,0.95,0.8,0.1,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Cfa MC,THp MANE,0iFr piMc,Fnfm,Ma,bpD piTvf,Dt,Os,24.0848865633561,NaN,NaN,NaN,NaN,9761.93211316069,NaN,NaN,NaN,NaN,NaN,0.00029,NaN,NaN,75.7,199,NaN,NaN,NaN,34.8,50,NaN,NaN,NaN,4100,0.125,282.95,1,NaN,std,2.5
Lampetra_lanceolata,162.526663261508,0.96716,0.028857,105.2278,3264.8849,4.215e-06,0.01139,NaN,NaN,359.2,0.002,0.95,0.8,0.1,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Dfa MC,THp MAbl,0iFc,Ft,Ma,biD,Dt,Os,NaN,NaN,NaN,NaN,NaN,3827.56523271047,NaN,NaN,NaN,NaN,NaN,0.00029,NaN,NaN,2.7,9.4,NaN,NaN,NaN,13,17.3,NaN,NaN,NaN,1898.5,0.125,283.15,1,NaN,std,2.5
Lampetra_planeri,241.260933605257,0.4413,0.2763,50.15,3235,2.545e-08,127.2,NaN,NaN,24060,0.002,0.95,0.8,0.1,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Cf,THp,0iFc,Ft,Mp,biD,D,Os,33.228830256975,NaN,NaN,NaN,5629.91324068176,8189.31665782772,NaN,NaN,NaN,NaN,NaN,0.0416,NaN,NaN,3.04,11.36,2.5,NaN,NaN,12.5,20,NaN,NaN,NaN,1500,0.125,283.15,1,NaN,std,2.1
Lampornis_clemenciae,878.982966193899,0.72058,0.027441,546.0622,7351.0792,3.373e-12,1438,NaN,7374,14830,0.020199,0.95,0.8,0.1,Trochilidae,Apodiformes,Aves,Chordata,Am Cwa,TN,0iTf,Tnpf,TT,biCi xiHn,Dg,O,3.67460983970455,NaN,NaN,NaN,NaN,734.698597153596,NaN,NaN,NaN,4.19348514357075,12.5804554307123,1.4,NaN,NaN,NaN,9.5,NaN,NaN,NaN,NaN,NaN,0.0653329136410004,NaN,NaN,NaN,0.28,311.25,1,NaN,std,2.5
Lampris_guttatus,23638.25203086,0.5,0.018136,1230.2747,5230.431,3.807e-08,0.1553,NaN,NaN,17270000,0.002,0.95,0.8,0.1,Lampridae,Lampriformes,Actinopterygii,Chordata,MA MC MC,MC,0iMp,Mp,Mo,bpPz bpCi,D,O,NaN,NaN,NaN,NaN,NaN,6775.82792518416,NaN,NaN,NaN,NaN,2226.34346113194,0.0064,NaN,NaN,NaN,250000,NaN,NaN,NaN,80,200,1033.08408615022,NaN,NaN,NaN,0.2,290.15,1,NaN,std,2.5
Lampsilis_radiata,21.4946998260447,0.98876,0.03099,12.4798,2352.026,2.383e-09,7.646e-06,1.76e-05,NaN,8.181,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Cfa,THn,jiFr,Fbb,,bjTvf jiPp,D,O,NaN,NaN,NaN,NaN,NaN,6603.85978832139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.91,0.0254,NaN,NaN,2.5,8.35,1210.6556250844,NaN,NaN,NaN,0.09,291.15,1,NaN,abj,2.3
Lampsilis_teres,51.0583902439024,0.98933,0.022921,22.8589,2351.9367,7.328e-09,3.034e-06,1.556e-05,NaN,148.7,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Cfb Dfb,THn,0iFr 0iFp,Fbb,,bjTvf jiPp,D,O,14.5865870992229,NaN,NaN,NaN,NaN,6775.82792518416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.3,0.02,0.03,NaN,6,14.5,9569.73269037638,NaN,NaN,NaN,0.09,290.15,1,NaN,abj,2.5
Lanio_versicolor,922.683737462137,0.98382,0.034329,578.5931,7349.3922,3.608e-12,88.92,NaN,385.1,1010,0.023525,0.95,0.8,0.1,Thraupidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biCi,Dg,O,3.06217486642046,NaN,NaN,NaN,NaN,399.50965773001,NaN,NaN,NaN,1.33777967580825,4.01333902742476,2,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,0.0450552312108671,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Lanius_collaris,996.00316080476,0.95134,0.055737,420.3805,7337.2672,1.891e-13,844.3,NaN,4699,11410,0.016596,0.95,0.8,0.1,Laniidae,Passeriformes,Aves,Chordata,A BWh BSh Cwa Cwb,TPa,0iTd 0iTa,Tnpf,,biO,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.8242450124658,5.4727350373974,5,NaN,NaN,NaN,43,NaN,NaN,NaN,NaN,NaN,0.0788466546190175,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.1
Lanius_collurio,934.729292584552,0.97189,0.038928,500.9949,7325.0353,4.498e-13,177.4,NaN,1097,2988,0.020616,0.95,0.8,0.1,Laniidae,Passeriformes,Aves,Chordata,BSk Csa Cfb Dsa Dfb,THp,0iTd 0iTa,Tnpf,Ml,biO,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.70262867830141,5.10788603490424,NaN,NaN,NaN,NaN,28.4,NaN,NaN,NaN,NaN,NaN,0.0788466546190175,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.4
Lanius_excubitor,366.857757133977,0.88485,0.07725,128.0024,7314.5407,8.85e-15,2817,NaN,15370,38500,0.0053017,0.95,0.8,0.1,Laniidae,Passeriformes,Aves,Chordata,BSk Csa Cfb Dsa Dfb,THp TPi,0iTd 0iTa,Tnpf,Ms,biO,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,532.679543640013,NaN,NaN,NaN,3.04040835410967,9.121225062329,4,NaN,NaN,NaN,28.4,NaN,NaN,NaN,NaN,NaN,0.112638078027168,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.4
Lanius_phoenicuroides,1184.25180300678,0.95983,0.034325,688.6468,7312.1089,5.221e-13,202.1,NaN,1248,3285,0.028568,0.95,0.8,0.1,Laniidae,Passeriformes,Aves,Chordata,BWk BSk Dsa,THp,0iTd 0iTa,Tnpf,Ml,biO,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,443.899619700011,NaN,NaN,NaN,1.64182051121922,4.92546153365766,NaN,NaN,NaN,NaN,28.5,NaN,NaN,NaN,NaN,NaN,0.118269981928526,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.4
Lanius_senator,1046.57236017002,0.95516,0.0392,522.0346,7324.6955,1.176e-11,433.5,NaN,2093,5493,0.021305,0.95,0.8,0.1,Laniidae,Passeriformes,Aves,Chordata,BSk Csa,THp,0iTh,Tnpf,Ml,biCi biCva biCvb,Dg,O,3.20507636018675,NaN,NaN,NaN,NaN,253.022783229006,NaN,NaN,NaN,1.58101234413703,4.74303703241108,3.5,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN,NaN,0.110385316466624,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Lanius_tephronotus,1244.65905346832,0.91961,0.037401,573.1028,7321.0868,7.592e-13,651.3,NaN,4613,12620,0.023442,0.95,0.8,0.1,Laniidae,Passeriformes,Aves,Chordata,Aw Cwa Cwb Cfa,THp,0iTd 0iTa,Tnpf,,biO,Dg,O,2.96010237087311,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.94586134663019,5.83758403989056,3.6,NaN,NaN,NaN,48.5,NaN,NaN,NaN,NaN,NaN,0.220770632933249,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.6
Larimichthys_polyactis,617.77991281749,0.55986,0.034635,56.6731,5217.8959,5.773e-09,0.9367,0.9368,NaN,6211,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MPW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,6.76408549141219,NaN,NaN,NaN,NaN,13884.4084347301,NaN,NaN,NaN,NaN,413.472556126567,0.0012,NaN,NaN,5.4194,1011.2,0.46,NaN,NaN,7,40,347.872221038842,NaN,0.12,NaN,0.2,291.15,1,NaN,abj,2.7
Larus_argentatus,2457.254999766,0.94018,0.044442,481.9874,7314.4027,1.155e-13,6926,NaN,56990,135000,0.020199,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Cfb Dfb Dfc,THp,0iFe 0iMm biMc,Tnsfm,Ms,biCvf biCi biSi biSv,Dg,O,5.92020474174622,NaN,NaN,NaN,NaN,2318.25116001982,NaN,NaN,NaN,4.86074467434964,14.5822340230489,67.5,NaN,NaN,NaN,1015,NaN,NaN,NaN,NaN,59.5,0.0634098673453238,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.9
Larus_californicus,2075.55416269278,0.90256,0.053583,396.9891,7304.6774,4.439e-15,11340,NaN,114900,245800,0.016212,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,BS Dfb Dfc,THn,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.10362477736743,NaN,NaN,NaN,NaN,1419.3374449101,NaN,NaN,NaN,5.18479431930629,15.5543829579189,51,NaN,NaN,NaN,710,NaN,NaN,NaN,NaN,NaN,0.0634098679794225,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Larus_crassirostris,2144.06594295747,0.95122,0.0472,503.4009,7324.8854,2.438e-15,4683,NaN,30060,68180,0.020544,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Cfa,THp,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.10362477736743,NaN,NaN,NaN,NaN,1504.4976916047,NaN,NaN,NaN,3.88859573947972,11.6657872184391,48.3,NaN,NaN,NaN,522,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Larus_delawarensis,1810.55506780165,0.90809,0.054795,376.6142,7330.682,1.309e-15,8767,NaN,89530,180100,0.015507,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,BS Cfa Dfa Dfb Dfc,THn,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,4.28704481298865,NaN,NaN,NaN,NaN,1504.4976916047,NaN,NaN,NaN,5.18479431930629,15.5543829579189,38.5,NaN,NaN,NaN,471,NaN,NaN,NaN,NaN,NaN,0.0634098679794225,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Larus_dominicanus,3320.00079483149,0.9287,0.027548,889.9396,7272.7366,4.483e-14,2725,NaN,31560,59690,0.043297,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,MB MC,MAS MPSE,0iMm biMc,Tnsfm,Ms,biCvf biCi biSi biSv,Dg,O,5.51191475955683,NaN,NaN,NaN,NaN,1419.3374449101,NaN,NaN,NaN,7.77719147895943,23.3315744368783,63,NaN,NaN,NaN,830,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Larus_fuscus,2427.69235178717,0.95626,0.037072,506.1936,7312.7077,1.25e-13,3605,NaN,30870,82590,0.020709,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Cfb Dfb Dfc,THp,0iFe 0iMm biMc,Tnsfm,Ms,biCvf biCi biSi biSv,Dg,O,5.92020474174622,NaN,NaN,NaN,NaN,1647.9868743915,NaN,NaN,NaN,4.86074467434964,14.5822340230489,55.32,NaN,NaN,NaN,1065,NaN,NaN,NaN,NaN,55,0.0634098673453238,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Larus_glaucescens,2324.73210280645,0.93107,0.044674,446.3967,7328.4658,1.061e-14,8493,NaN,82160,175100,0.018253,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,MC ME,MPN MN,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.51191475955683,NaN,NaN,NaN,NaN,1513.95994123744,NaN,NaN,NaN,5.83289360921957,17.4986808276587,70.75,NaN,NaN,NaN,946.1,NaN,NaN,NaN,NaN,NaN,0.0570688811814802,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.7
Larus_marinus,4184.21147823027,0.90929,0.036846,889.9377,7305.6278,1.503e-14,7888,NaN,85670,162900,0.038182,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,MC,MAN,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.51191475955683,NaN,NaN,NaN,NaN,1551.80893976837,NaN,NaN,NaN,6.74023261509817,20.2206978452945,80,NaN,NaN,NaN,1407,NaN,NaN,NaN,NaN,NaN,0.059182543447461,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.9
Larus_occidentalis,2970.13919024789,0.86771,0.041574,624.5231,7322.1683,7.172e-14,13400,NaN,122900,231100,0.026219,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,BWh Csb,MPE,0iFe 0iMm biMc,Tnsfm,Ms,biCvf biCi biSi biSv,Dg,O,5.30776976846213,NaN,NaN,NaN,NaN,1603.85131274841,NaN,NaN,NaN,5.96251346720223,17.8875404016067,67.5,NaN,NaN,NaN,799.8,NaN,NaN,NaN,NaN,NaN,0.0634098679794225,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Larus_pacificus,2457.1174841145,0.9537,0.044127,428.3226,7317.2077,4.154e-14,4433,NaN,75270,162400,0.01855,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,MB MC,MIS MPSW,0iMm biMc,Tnsfm,Ml,biCvf biCi biSi biSv,Dg,O,5.51191475955683,NaN,NaN,NaN,NaN,1419.3374449101,NaN,NaN,NaN,7.38833190501146,22.1649957150344,63,NaN,NaN,NaN,1500,NaN,NaN,NaN,NaN,NaN,0.0445982738121938,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Lasaea_rubra,5.59807494034112,0.68305,0.0096077,14.5324,2357.7611,3.673e-07,0.1833,NaN,NaN,1.452,0.0018615,0.95,0.8,0.1,Lasaeidae,Galeommatida,Bivalvia,Mollusca,MC,MANE MAm,0jMp jiMb jiMi,Mb,,biPp,D,Ap,128.531028563877,NaN,NaN,NaN,NaN,3127.588361721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.023,0.06,NaN,NaN,0.11,0.32,NaN,NaN,NaN,NaN,0.09,278.65,1,-8.6691,std,2.5
