Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,estim_z,estim_kap,estim_v,estim_p_M,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,d_V,T_typical,f,t_0,model,completeness
Euphlyctis_cyanophlyctis,468.215203561938,0.94836,0.04343,196.4329,7280.4836,7.054e-09,0.2824,445.9,NaN,8161,0.002,0.95,0.8,0.1,Dicroglossidae,Anura,Amphibia,Chordata,Am BSh BWh,TPa,0iFp jiFm,Fpf,,bjO jiCi,D,O,NaN,NaN,NaN,NaN,NaN,1055.73109107567,NaN,NaN,NaN,NaN,139.992835090581,0.0018,1.4,NaN,12.8,31,NaN,2.5,NaN,5.2,7,23.680272572562,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,299.15,1,NaN,std,2.6
Euphlyctis_hexadactylus,223.191080201029,0.99687,0.019468,46.4358,7305.6424,1.524e-09,0.00435,13.85,NaN,2117,0.002,0.95,0.8,0.1,Dicroglossidae,Anura,Amphibia,Chordata,Am Af,TPi,0iFp jiFm,Fpf,,bjO jiCi,D,O,10,NaN,NaN,NaN,NaN,2956.04705501186,NaN,NaN,NaN,NaN,422.292436430266,0.00052,1.4,NaN,NaN,296,NaN,NaN,NaN,NaN,14.5,9.47210902902479,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.28,299.15,1,NaN,std,2.6
Euphonia_hirundinacea,854.520948064392,0.980938986393421,0.0251197874169443,623.685251513829,7321.01390987483,4.01026994129365e-12,47.4235544836118,NaN,413.108837848857,390.566301541695,0.0255507453591198,0.95,0.8,0.1,Fringillidae,Passeriformes,Aves,Chordata,A Cwa,THn TN,0iTht 0iThh,Tnpf,,biHs,Dg,O,3.06217486642046,NaN,NaN,NaN,NaN,532.679543640013,NaN,NaN,NaN,NaN,2.31071034912335,1.1,NaN,NaN,NaN,15.2,NaN,NaN,NaN,NaN,NaN,0.129533789731243,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Eupleurogrammus_glossodon,19.1103244871462,0.96275,0.01764,8.5634,5250.9726,8.959e-09,0.08706,8.342,NaN,18690,0.002,0.95,0.8,0.1,Trichiuridae,Scombriformes,Actinopterygii,Chordata,MA,MPSW MI,0iMdb,Mp,Mda,biPz,D,O,4.20821375626261,NaN,NaN,NaN,NaN,853.332233908807,NaN,NaN,NaN,NaN,NaN,0.000523,NaN,NaN,121,1200,NaN,NaN,NaN,32.9,70,NaN,NaN,0.02,NaN,1,1,1,1,0,1,1,1,0.2,301.55,1,NaN,abj,2.5
Euproctus_platycephalus,214.667694392088,0.150959987512253,0.0467826748629239,26.7138211921809,7311.97034930039,5.44712369498915e-09,331.741986332322,3797.64663823529,NaN,26132.4993633948,0.002,0.95,0.8,0.1,Salamandridae,Caudata,Amphibia,Chordata,Csa,THp,0jFc 0jTf,Fs,,biCi,Dg,O,60.3727823188125,NaN,NaN,NaN,NaN,7032.78687649997,NaN,NaN,666.348528252851,NaN,2344.26229216666,0.0141,NaN,NaN,0.71,2.9,0.479,1.13,NaN,3.6,4.74,0.213286713551955,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.7
Euprymna_hyllebergi,227.376061969664,0.452620735068626,0.0138537702389128,20.3441500403698,5486.00396173279,0.000257533659865913,6.38048142702885,56.226312257006,NaN,9655.50625933279,0.002,0.95,0.8,0.1,Sepiolidae,Sepiolida,Cephalopoda,Mollusca,MA,MIE,0iMc,Ms,,bjPz jiCi,D,Os,6.66238940562728,NaN,NaN,NaN,NaN,47.0650223011813,NaN,NaN,NaN,NaN,31.4084071979572,0.0041,NaN,NaN,3,5.88,0.22,NaN,NaN,1.75,2.24,NaN,191.3,NaN,NaN,1,1,1,1,0,1,1,1,0.21,301.35,1,NaN,abj,2.5
Euptilotis_neoxenus,2755.52459674988,0.90972044727444,0.0285672141058293,1238.58551388074,7324.9494480478,1.21370703230003e-14,1700.32616965229,NaN,9525.58116803545,18092.310355753,0.0503994081326606,0.95,0.8,0.1,Trogonidae,Trogoniformes,Aves,Chordata,BSk Cwa Cwb,THn,0iTf,Tnwfm,,biCi biCvr xiHs,Dg,O,4.49118980408334,NaN,NaN,NaN,NaN,1284.32325574801,NaN,NaN,NaN,4.2224326216373,12.6672978649119,14.5,NaN,NaN,NaN,130.25,NaN,NaN,NaN,NaN,34.5,0.0389310088221358,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Euryalona_orientalis,33.8370776925427,0.639464193831472,0.0204096353600414,671.606131826712,4444.45418182281,4.25407052342212e-05,0.00771411452624279,NaN,NaN,0.0465285946166383,0.002,0.95,0.8,0.1,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,A B,TP TA TN,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,0.975884941204265,NaN,NaN,NaN,NaN,10.6460175404102,NaN,NaN,NaN,NaN,2.26227872733716,NaN,NaN,NaN,NaN,4.76470588235294e-05,0.0401,NaN,NaN,0.056,0.088,2.38557050093372,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.17,302.15,1,0.850168203027062,std,2.6
Eurycea_bislineata,117.363083312069,0.54866,0.0197,62.2811,7299.5845,2.547e-08,29.19,3113,NaN,7215,0.002,0.95,0.8,0.1,Plethodontidae,Caudata,Amphibia,Chordata,Dfa Dfb,THn,0iFcc jiTf,Fc,,biCi,Dg,O,89.9169098365293,NaN,NaN,NaN,NaN,5333.19671467914,NaN,NaN,1107.90478191438,NaN,1758.19671912499,0.0109,NaN,NaN,NaN,1.68,0.5278,2.1924,NaN,NaN,3.94,0.473605451451239,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.5
Eurycea_longicauda,102.626006171851,0.479894493444551,0.0295290874877739,34.4237578931296,7306.49039993311,2.33591817942898e-08,112.953765290913,2690.67783622733,NaN,9447.91470159616,0.002,0.95,0.8,0.1,Plethodontidae,Caudata,Amphibia,Chordata,Cwa,THn,0iFcc jiTf,Fc,,biCi,Dg,O,89.9169098365293,NaN,NaN,NaN,NaN,5333.19671467914,NaN,NaN,NaN,NaN,NaN,0.1796,NaN,NaN,NaN,4.56,1,2.55,NaN,3.8,5.5,0.35520408858843,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,-329.596630686548,std,2.5
Eurycea_lucifuga,1404.19829884377,0.940233738336411,0.0135128941383896,2158.31922199342,7299.26781972735,1.68455797716005e-08,12.9109752166907,NaN,NaN,284.403781697352,0.002,0.95,0.8,0.1,Plethodontidae,Caudata,Amphibia,Chordata,Cwa,THn,0iFcc jiTf,Fc,,biCi,Dg,O,147.301879754669,36.2362624196486,NaN,NaN,NaN,4892.63193605133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7,1.82,NaN,NaN,7.8,10,0.0158094867979026,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.28,288.15,1,NaN,std,1.8
Eurycea_multiplicata,406.196645703286,0.97144,0.033183,447.0174,7330.2256,1.275e-08,1.881,233.9,NaN,233.9,0.002,0.95,0.8,0.1,Plethodontidae,Caudata,Amphibia,Chordata,Cwa,THn,0iFcc jiTf,Fc,,biCi,Dg,O,48.1697731267121,NaN,NaN,NaN,NaN,5333.19671467914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0.95,3.3,NaN,3.4,4.2,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.5
Eurycea_quadridigitata,132.747688729614,0.94004051937046,0.0110384841325441,128.198151598001,7309.10342879305,4.25505306167845e-08,2.73703238961289,119.910287008905,NaN,165.899462319007,0.002,0.95,0.8,0.1,Plethodontidae,Caudata,Amphibia,Chordata,Cwa,THn,0iFcc jiTf,Fc,,biCi,Dg,O,160.565910422374,NaN,NaN,NaN,NaN,5333.19671467914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6,0.75,2.3,NaN,2.5,4.56,0.0255944056262347,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.5
Eurycea_tonkawae,590.736482017086,0.983375663683505,0.0191684780131745,686.434697128463,7319.83999359481,1.20448853864043e-08,0.846193879785736,NaN,NaN,54.8727277597769,0.002,0.95,0.8,0.1,Plethodontidae,Caudata,Amphibia,Chordata,Cfa,THn,0iFcc jiTf,Fc,,biCi,Dg,O,72.2546596900682,49.7754322309358,NaN,NaN,NaN,6446.7213034583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,1.29,NaN,NaN,3.86,7.14,0.014503496521533,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.28,288.15,1,NaN,std,2.2
Eurycercus_lamellatus,236.811510314041,0.89829,0.037111,1695.0232,4446.3639,0.0002594,0.007424,NaN,NaN,3.077,0.002,0.95,0.8,0.1,Eurycercidae,Anomopoda,Branchiopoda,Arthropoda,Am,TH TN TA TPi,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,10.7517008291211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.074,NaN,NaN,0.18,0.4,0.516714112850712,NaN,NaN,NaN,1,1,0,0,0,1,0,1,0.17,285.15,1,NaN,std,2.6
Eurycercus_vernalis,259.7103033235,0.76275,0.027305,2783.7835,4444.8823,5.082e-05,0.007124,NaN,NaN,0.2966,0.002,0.95,0.8,0.1,Eurycercidae,Anomopoda,Branchiopoda,Arthropoda,B C D,THn,0iFp 0iFl 0iFm,Tbf,,biPp biD,D,Apf,1.63380514637476,NaN,NaN,NaN,NaN,60,NaN,NaN,NaN,NaN,8,1.31176470588235e-05,NaN,NaN,0.000230588235294118,0.00124294117647059,0.059,NaN,NaN,0.154,0.27,NaN,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.17,290.15,1,NaN,std,2.7
Euryceros_prevostii,5218.15890174652,0.952279479536495,0.0261312130284182,3574.32345855486,7323.16569150803,1.5644895134542e-12,271.935746637563,NaN,1361.25174797414,2806.20046476797,0.146493443796975,0.95,0.8,0.1,Vangidae,Passeriformes,Aves,Chordata,A,TPam,0iTh 0iTf,Tncf,,biCi,Dg,O,3.26631985751516,NaN,NaN,NaN,NaN,710.239391520018,NaN,NaN,NaN,1.94586134663019,5.83758403989056,8,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,0.0608245621346706,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Eurystomus_orientalis,2955.35471157243,0.949662963935024,0.0313874127140806,1328.81113102746,7325.23018335339,5.76807432002202e-14,953.737232653158,NaN,5015.71310493437,10448.8717448033,0.0542640649299585,0.95,0.8,0.1,Coraciidae,Coraciiformes,Aves,Chordata,A Cfa Cfb Dwa Dfa,TPi TA THp,0iTi,Tnwf,Ms,biCi,Dg,O,4.1849723174413,NaN,NaN,NaN,NaN,1027.45860459841,NaN,NaN,NaN,3.44831997433713,10.3449599230114,14.7,NaN,NaN,NaN,147,NaN,NaN,NaN,NaN,NaN,0.0340646327193688,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Eurytemora_affinis,15.6772451881061,0.9383,0.020234,1400.415,4400,7.677e-05,1.414e-05,0.0003774,NaN,0.01242,0.002,0.95,0.8,0.1,Temoridae,Calanoida,Hexanauplia,Arthropoda,MC,MAN,0iMpe,Mbf,,biPp,D,O,NaN,NaN,NaN,NaN,NaN,251.435584246956,NaN,NaN,NaN,NaN,NaN,7.05882352941176e-08,8.97647058823529e-07,NaN,2.98882352941176e-05,2.98882352941176e-05,0.013,0.05,NaN,0.149,0.149,43.2196870218124,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.17,293.15,1,0.41089,abp,2.6
Euschistus_heros,336.481490449698,0.84301,0.01545,530.6369,4454.7041,4.709e-06,0.1272,NaN,NaN,6.009,0.11559,0.95,0.8,0.1,Pentatomidae,Hemiptera,Insecta,Arthropoda,A C,TN,0iTg,Thl,,biHe,D,O,3.12850819685008,NaN,NaN,NaN,16.3725262301821,69.6165477197335,NaN,NaN,NaN,NaN,NaN,0.00074,NaN,NaN,0.07285,NaN,NaN,NaN,NaN,NaN,NaN,8.81243713807035,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.17,299.15,1,NaN,sbp,3.2
Eusphyra_blochii,676.497084410881,0.64885,0.021514,17.7551,5227.0068,1.143e-09,346500,NaN,NaN,15580000,0.0020015,0.95,0.8,0.1,Sphyrnidae,Carcharhiniformes,Chondrichthyes,Chordata,MA,MIN MPW,0iMcp,Mv,Ma,biCi biCvf,D,O,143.872304736775,NaN,NaN,NaN,NaN,3615.67611740124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118400,38,NaN,NaN,120,186,0.104544762231548,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.2,301.45,1,NaN,stf,2.5
Euspira_nitida,50.0783909657321,0.90843,0.01,292.2757,3905.9467,1.96e-08,0.001807,0.3016,NaN,21.82,0.002,0.95,0.8,0.1,Naticidae,Littorinimorpha,Gastropoda,Mollusca,MB MC,MANE MAm,0jMp jiMb jiMi,Mp,,bjPp jiHa,D,O,24.7611879379008,NaN,NaN,NaN,NaN,3194.46257472981,NaN,NaN,NaN,NaN,102.10610969456,8.2e-06,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,1.6,187.82502094292,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.15,289.15,1,NaN,abj,2.5
Euthynnus_affinis,199.145987104095,0.964250465958164,0.0225725457353696,19.8827529637763,5228.8873550504,2.18437747987931e-08,0.0407765958986209,0.193268392629304,NaN,86653.8289179328,0.002,0.95,0.8,0.1,Scombridae,Scombriformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMcp,Mp,Mo,bjPz jiCi jiCvf,D,O,3.00284544556743,NaN,NaN,NaN,NaN,1096.03858763211,NaN,NaN,NaN,NaN,NaN,0.0006,NaN,NaN,912,12590,NaN,NaN,NaN,42.3,100,3722.49667670411,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,300.05,1,NaN,abj,2.5
Euthynnus_alletteratus,310.911072286629,0.88869047507692,0.0204735153229337,19.2980951450187,5225.20081985206,2.24772264616049e-08,0.0910206637618322,0.174948711362669,NaN,194718.985121104,0.002,0.95,0.8,0.1,Scombridae,Scombriformes,Actinopterygii,Chordata,MA,MA,0jMp jiMcp,Mp,Mo,bjPz jiCi jiCvf,D,O,4.2917196747166,NaN,NaN,NaN,NaN,2610.7961354526,NaN,NaN,NaN,NaN,NaN,0.0006,NaN,NaN,914,24200,NaN,NaN,NaN,41.8,122,8426.54840079504,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,296.45,1,NaN,abj,2.5
Eutrigla_gurnardus,98.2265318884154,0.444120827230334,0.184902388254967,28.8726603803952,5220.63119520014,4.39024048654108e-08,7.76138811250203,2844.55975982271,NaN,648506.726927252,0.002,0.95,0.8,0.1,Triglidae,Perciformes,Actinopterygii,Chordata,MC,MAE,0jMp jiMd,Mp,,bjPz jiCi jiCvf,D,O,7.74817372239609,NaN,NaN,NaN,3236.29283928738,11650.6542214346,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,37,1300,NaN,NaN,NaN,18.8,60,231.746642607641,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,279.15,1,NaN,abj,2.5
Eutropiichthys_vacha,126.830037270998,0.96724,0.03041,52.3693,5224.735,1.793e-09,0.006067,0.08211,NaN,2257,0.002,0.98,0.8,0.1,Schilbeidae,Siluriformes,Actinopterygii,Chordata,Aw,TPi,biFc,Fnm,,biCi,D,O,1.58191924511958,NaN,NaN,NaN,NaN,2309.60209787459,NaN,NaN,NaN,NaN,NaN,6.5e-05,NaN,NaN,16.3,318.5,NaN,NaN,NaN,14,38.2,NaN,NaN,0.11,NaN,1,1,1,1,0,1,1,1,0.2,298.15,1,NaN,abj,2.5
Eviota_melasma,194.707729084127,0.58709,0.023757,268.2978,5085.0438,1.675e-05,0.1661,NaN,NaN,19.14,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMr,Mc,Mo,biCi biPz,D,O,2.04555587378084,NaN,NaN,NaN,NaN,56.6911199304976,NaN,NaN,NaN,NaN,NaN,0.00012,NaN,NaN,0.009,0.21,NaN,NaN,NaN,1.09,3,NaN,781,NaN,NaN,1,1,1,1,0,1,0,1,0.2,301.05,1,NaN,std,2.5
Eviota_queenslandica,290.76590818176,0.78235,0.025952,593.3557,5085.0438,1.146e-05,0.05652,NaN,NaN,8.26,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMr,Mc,Mo,biCi biPz,D,O,1.94031045546397,NaN,NaN,NaN,NaN,54.883067168838,NaN,NaN,NaN,NaN,NaN,0.00012,NaN,NaN,0.009,0.21,NaN,NaN,NaN,1.31,2.4,NaN,1039,NaN,NaN,1,1,1,1,0,1,0,1,0.2,301.05,1,NaN,std,2.5
Eviota_sigillata,173.972454917213,0.61966,0.032867,233.8781,5085.0438,5.606e-05,0.1845,NaN,NaN,22.79,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMr,Mc,Mo,biCi biPz,D,O,1.44190569720068,NaN,NaN,NaN,NaN,34.028974453936,NaN,NaN,NaN,NaN,NaN,0.00012,NaN,NaN,0.0098,0.21,NaN,NaN,NaN,1.12,3,NaN,243,NaN,NaN,1,1,0,1,0,1,0,1,0.2,301.25,1,NaN,std,2.5
Evynnis_cardinalis,182.042460041659,0.95537,0.020716,25.0895,5290.2739,1.435e-09,0.02739,0.03503,NaN,3463,0.002,0.95,0.8,0.1,Sparidae,Spariformes,Actinopterygii,Chordata,MA,MPW,0iMp jiMr,Mp,Mo,biCi jiHa,Hsm,O,3.10743922376843,NaN,NaN,NaN,NaN,3856.33207669662,NaN,NaN,NaN,NaN,NaN,0.00032,NaN,NaN,31.2,1248,NaN,NaN,NaN,11.7,40,NaN,NaN,0.05,NaN,1,1,0,0,0,1,1,1,0.2,298.35,1,NaN,abj,2.5
Evynnis_ehrenbergii,138.071765811858,0.981633600486014,0.0274190388438687,51.7192812052431,5213.09460578991,4.12615462897377e-09,0.0148725687292971,0.481948137856052,NaN,8910.60402322921,0.00296128749285536,0.95,0.8,0.1,Sparidae,Spariformes,Actinopterygii,Chordata,MB,MAE MAm,0iMp,Mp,Mo,biCim biCic,D,O,11.8364658598035,NaN,NaN,NaN,NaN,6480.46505824243,NaN,NaN,NaN,NaN,NaN,0.00032,NaN,NaN,NaN,1200,NaN,NaN,NaN,19.6,43,231.464869653478,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,291.35,1,NaN,abj,2.4
Evynnis_tumifrons,97.5329436484356,0.975197192155226,0.0265071852225114,36.5639959583886,5217.71682573247,4.22834890713826e-09,0.0239954226961182,0.699129494264257,NaN,10253.7398553282,0.00210025378888491,0.95,0.8,0.1,Sparidae,Spariformes,Actinopterygii,Chordata,MB,MPW,0iMp,Mp,Mo,biCim biCic,D,O,11.8364658598035,NaN,NaN,NaN,NaN,6480.46505824243,NaN,NaN,NaN,NaN,NaN,0.00032,NaN,NaN,NaN,902,NaN,NaN,NaN,14.9,35,186.400974180642,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,291.35,1,NaN,abj,2.5
Excirolana_armata,42.2977184878274,0.609023936057665,0.0062745954386614,46.2010296828178,4432.3539686027,4.7373542718492e-07,1.34181743955356,NaN,NaN,6.81588299863683,0.002,0.95,0.8,0.1,Cirolanidae,Isopoda,Malacostraca,Arthropoda,MB,MASE,0iMc,Ms,,biS,D,O,30.3389966244143,NaN,NaN,NaN,NaN,534.307654301717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.464705882352941,0.12,NaN,NaN,0.24,1.2,0.402902793598585,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.17,296.15,1,NaN,std,2.7
Excirolana_braziliensis,7.0508339401918,0.93432,0.02023,21.1763,4442.0147,2.497e-08,0.01205,NaN,NaN,6.056,0.002,0.95,0.8,0.1,Cirolanidae,Isopoda,Malacostraca,Arthropoda,MA,MASE,0iMc,Ms,,biS,D,O,NaN,NaN,NaN,NaN,NaN,386.294929379968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0328,0.1,NaN,NaN,0.69,0.9,0.559158258553111,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.17,300.15,1,NaN,std,2.2
Exoglossum_maxillingua,96.5346184212003,0.89093,0.017968,30.3617,5195.1057,3.591e-07,1.168,1.169,NaN,2062,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Dfb,THn,0iFc 0iFr,Fnm,Mp,biCi,D,O,NaN,NaN,NaN,NaN,NaN,1761.02927688571,NaN,NaN,NaN,NaN,NaN,0.0042,NaN,NaN,4.65,47.7,NaN,NaN,NaN,7.6,16,2.67343653043967,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,291.15,1,NaN,abj,2.3
Extatosoma_tiaratum,73.1411513333333,0.9,0.050971,23.2145,4479.6581,1.901e-06,21.29,NaN,NaN,3566,0.002,0.95,0.8,0.1,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Cfa Cfb,TA,0iTh 0iTf,Tnp,,biH,D,O,27.6,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,NaN,180,NaN,NaN,NaN,NaN,NaN,1.5,NaN,NaN,NaN,11.575,4,NaN,NaN,NaN,1,0,1,1,0,1,0,1,0.17,293.15,1,NaN,abp,2.5
Falcipennis_canadensis,4853.01258323567,0.96179858072089,0.029526906213284,1800.90779347342,7320.71942753303,1.69971292547218e-12,491.639732603439,NaN,1801.62580355357,13276.118041238,0.0738188544793975,0.95,0.8,0.2,Phasianidae,Galliformes,Aves,Chordata,Dsa Dfb Dfc,THn,0iTf,Tnsf,,bxCi biHs,Dg,O,4.08289982189395,NaN,NaN,NaN,NaN,626.381471870247,NaN,NaN,NaN,1.32008740120179,10.5606992096143,15,NaN,NaN,NaN,448.7,NaN,NaN,NaN,NaN,NaN,0.103770630069761,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.85,1,NaN,std,2.5
Falco_berigora,3015.99573830778,0.973064690158318,0.0258561725677307,882.151128199191,7324.0948890274,1.97815517236464e-12,882.5735415219,NaN,5565.85598781137,16178.8352978657,0.0360793561147531,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,A BWh BSh Cfa Cfb,TA,0iTh 0iTg 0iTa,Tnwf,Ms,biCi biCv,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,1232.95032551809,NaN,NaN,NaN,4.36318037569187,13.0895411270756,31,NaN,NaN,NaN,681.4,NaN,NaN,NaN,NaN,NaN,0.0545034123509901,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Falco_biarmicus,1723.68638185714,0.951748039420821,0.0300256170480157,390.187057512139,7328.82769338838,2.15863573087861e-12,2651.23249800434,NaN,21757.7290038993,64508.0486842,0.015979861574913,0.95,0.99863,0.1,Falconidae,Falconiformes,Aves,Chordata,A BWh BSh Cwa Cwb,TPa,0iTh 0iTg 0iTa,Tnpf,,biCi biCv,Dg,O,6.68574845835134,NaN,NaN,NaN,NaN,1232.95032551809,NaN,NaN,NaN,5.77065791623764,17.3119737487129,31,NaN,NaN,NaN,740.5,NaN,NaN,NaN,NaN,NaN,0.0729956415415046,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.7
Falco_chicquera,1513.25555809174,0.91045163699531,0.0250435216773775,471.519480197196,7322.0335278817,5.21091888964203e-12,2956.73708698961,NaN,18163.4441675422,45507.7090566595,0.0193176091856842,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,Aw BSh Cwa Cwb,TPa TPi,0iTh 0iTg 0iTa,Tnpf,Ms,biCi biCv,Dg,O,6.73678470612501,NaN,NaN,NaN,NaN,873.339813908647,NaN,NaN,NaN,5.20766690001933,15.623000700058,19,NaN,NaN,NaN,248,NaN,NaN,NaN,NaN,NaN,0.0778620176442716,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Falco_columbarius,1703.22044286327,0.943056787416704,0.022314077477182,630.712663904043,7321.98201851033,4.96244461238537e-12,1050.58740808104,NaN,5485.49064909573,15350.7669636519,0.0258955376612959,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,Dfc,TH,0iTh,Tnpf,Ml,biCi biCv,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,652.43621391999,NaN,NaN,NaN,3.80018935947357,11.4005680784207,13,NaN,NaN,NaN,212,NaN,NaN,NaN,NaN,NaN,0.0973275220553395,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Falco_mexicanus,3356.56308851842,0.960355161098012,0.0239578561125244,932.771064779087,7325.22380875798,6.35429455255431e-12,1176.74310641949,NaN,9404.09402023303,28010.3499446401,0.038181735083168,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,BW BSk,TA,0iTh 0iTg 0iTa,Tncf Tnpf,Ms,biCi biCv,Dg,O,6.32849472393562,NaN,NaN,NaN,NaN,883.614399954631,NaN,NaN,NaN,5.20766690001933,15.623000700058,30.6,NaN,NaN,NaN,944,NaN,NaN,NaN,NaN,NaN,0.0875947698498056,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Falco_naumanni,1090.67077176101,0.955444718296671,0.0260558561809285,368.329917358199,7315.76894619129,8.31724880208423e-12,925.506288170941,NaN,5381.66765492935,15951.8411477238,0.0152019022222448,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,BSk BWk,THp,0iTh 0iTg 0iTa,Tnwfm Tncfm,Ml,biCi biCv,Dg,O,5.81813224619887,NaN,NaN,NaN,NaN,560.03531338316,NaN,NaN,NaN,3.94093711352814,11.8228113405844,10.3,NaN,NaN,NaN,170,NaN,NaN,NaN,NaN,NaN,0.0778620176442716,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Falco_peregrinus,4023.09296003118,0.970233431827853,0.0244713963139785,1198.89656518852,7322.50906936794,2.99408991417008e-13,843.537053621768,NaN,6406.13211598289,18186.6119694486,0.0490935320709154,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,A B C D E,TP TH TN TA,0iTf,Tncf,Ms,biCvb biCvm biSvm,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,1284.32325574801,NaN,NaN,NaN,4.99654526893747,14.9896358068124,37.5,NaN,NaN,NaN,865.6,NaN,NaN,NaN,NaN,NaN,0.0583965132332037,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
